id,CARMA,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File,Scaled Capacity
909,Hodnaberg,,,Hodnaberg,Norway,Hydro,Reservoir,43.0,60.62296,6.42286,Norway Power Plants (ENTSOE) .csv,39.2370411798
910,Froland,,,Froland,Norway,Hydro,Reservoir,29.0,60.3833333,5.8,Norway Power Plants (ENTSOE) .csv,26.4621905631
911,Kvittingen,,,Kvittingen,Norway,Hydro,Reservoir,56.0,60.4666667,5.8833333,Norway Power Plants (ENTSOE) .csv,51.0994024667
912,Dale,,,Dale tue,Norway,Hydro,Reservoir,178.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv,162.423100698
913,Ulvik,,,Ulvik,Norway,Hydro,Reservoir,24.0,60.57117,6.91701,Norway Power Plants (ENTSOE) .csv,21.8997439143
914,Steinsland,,,Steinsland,Norway,Hydro,Reservoir,198.0,60.9166667,5.9833333,Norway Power Plants (ENTSOE) .csv,180.672887293
915,Vemundsbotn,,,Vemundsbotn,Norway,Hydro,Reservoir,55.0,60.79887,5.30418,Norway Power Plants (ENTSOE) .csv,50.1869131369
916,Asebotn,,,Asebotn,Norway,Hydro,Reservoir,17.0,60.1,6.6333333,Norway Power Plants (ENTSOE) .csv,15.512318606
917,Kaldestad,,,Kaldestad,Norway,Hydro,Reservoir,30.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv,27.3746798929
918,Hellandsfoss,,,Hellandsfoss,Norway,Hydro,Reservoir,35.0,60.1,6.6333333,Norway Power Plants (ENTSOE) .csv,31.9371265417
919,Herlandsfoss,,,Herlandsfoss,Norway,Hydro,Reservoir,15.0,60.55,5.5833333,Norway Power Plants (ENTSOE) .csv,13.6873399464
920,Stordal,,,Stordal,Norway,Hydro,Reservoir,37.0,60.25,5.1333333,Norway Power Plants (ENTSOE) .csv,33.7621052012
921,Fossmark,,,Fossmark,Norway,Hydro,Reservoir,11.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv,10.0373826274
922,Myster,,,Myster,Norway,Hydro,Reservoir,125.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv,114.06116622
923,Oksebotn,,,Oksebotn,Norway,Hydro,Reservoir,16.0,60.62296,6.42286,Norway Power Plants (ENTSOE) .csv,14.5998292762
924,Heggmoen,,,Heggmoen,Norway,Hydro,Reservoir,12.0,67.28,14.40501,Norway Power Plants (ENTSOE) .csv,10.9498719571
925,Viulfoss,,,Viulfoss,Norway,Hydro,Reservoir,13.0,60.1166667,10.2666667,Norway Power Plants (ENTSOE) .csv,11.8623612869
926,Gamlebrofoss,,,Gamlebrofoss,Norway,Hydro,Reservoir,18.0,59.66858,9.65017,Norway Power Plants (ENTSOE) .csv,16.4248079357
927,Pikerfoss,,,Pikerfoss,Norway,Hydro,Reservoir,18.0,59.85,9.45,Norway Power Plants (ENTSOE) .csv,16.4248079357
928,Hofsfoss,,,Hofsfoss,Norway,Hydro,Reservoir,32.0,60.16804,10.25647,Norway Power Plants (ENTSOE) .csv,29.1996585524
929,Gurtnellen,,,Gurtnellen,Switzerland,Hydro,Run-Of-River,6.6,46.740074,8.624676,Switzerland Power Plant.csv,4.49481928297
930,Oberrickenbach,,,Oberrickenbach,Switzerland,Hydro,Run-Of-River,8.7,46.88773,8.417277,Switzerland Power Plant.csv,5.92498905482
931,Kaiserstuhl,,,Kaiserstuhl,Switzerland,Hydro,Run-Of-River,10.3,46.813809,8.17205,Switzerland Power Plant.csv,7.01464221433
932,Las conchas,,,Conchas,Spain,Hydro,Reservoir,49.38,42.407456473,-7.53164291382,Spain Power Plants Over 10 MW.csv,55.2916700387
933,Velle,,,Velle,Spain,Hydro,Reservoir,86.48,42.3333333,-7.85,Spain Power Plants Over 10 MW.csv,96.8332042315
934,Salas,,,Salas,Spain,Hydro,Reservoir,53.1,41.956095,-7.973959,Spain Power Plants Over 10 MW.csv,59.457020637
935,Juan es,,,Juan,Spain,Hydro,Reservoir,38.81,40.3618495478,-4.39830780029,Spain Power Plants Over 10 MW.csv,43.4562518065
936,Castrelo fenosa,,,Castrelo,Spain,Hydro,Reservoir,135.59,42.2979765602,-8.06696891785,Spain Power Plants Over 10 MW.csv,151.822550436
937,Entrepenas,,,Entrepenas,Spain,Hydro,Reservoir,40.8,40.517524,-2.792505,Spain Power Plants Over 10 MW.csv,45.684490433
938,Peares,,,Peares,Spain,Hydro,Reservoir,199.17,42.4536237092,-7.73336648941,Spain Power Plants Over 10 MW.csv,223.014214694
939,Albarellos,,,Albarellos,Spain,Hydro,Reservoir,67.6,42.433318,-8.144306,Spain Power Plants Over 10 MW.csv,75.6929302272
940,Mandeo zarzo,,,Mandeo zarzo,Spain,Hydro,Run-Of-River,26.8,43.234692,-8.017052,Spain Power Plants Over 10 MW.csv,30.0084397942
941,Tunnsjo,,,Tunnsjo,Norway,Hydro,Reservoir,32.0,64.6833333,13.65,Norway Power Plants (ENTSOE) .csv,29.1996585524
942,Gidea,,,Gidea,Sweden,Hydro,Run-Of-River,18.45,63.55,18.6166667,Sweden Power Plant.csv,19.1020642935
943,Bjorna,,,Bjorna,Sweden,Hydro,Run-Of-River,17.0,63.5666667,18.55,Sweden Power Plant.csv,17.6008180482
944,Gidbole,,,Gidbole,Sweden,Hydro,Run-Of-River,13.5,63.4,19.05,Sweden Power Plant.csv,13.9771202147
945,Bieudron,,,Bieudron,Switzerland,Hydro,Reservoir,1285.0,46.3406813,7.46059055,Switzerland Power Plant.csv,875.12769373
946,Nendaz,,,Nendaz,Switzerland,Hydro,Reservoir,408.0,46.1853368487,7.35893730635,Switzerland Power Plant.csv,277.861555674
947,Sama,,,Sama,Norway,Hydro,Reservoir,8.0,63.7166667,9.5666667,Norway Power Plants (ENTSOE) .csv,7.29991463809
948,Urke,,,Urke,Norway,Hydro,Reservoir,9.95,62.2029,6.12722,Norway Power Plants (ENTSOE) .csv,9.07926883113
949,Rendalen,,,Rendalen,Norway,Hydro,Reservoir,113.0,61.7333333,11.3833333,Norway Power Plants (ENTSOE) .csv,103.111294263
950,Vinkefallet,,,Vinkelfallet,Norway,Hydro,Reservoir,9.0,59.0963889,5.7083333,Norway Power Plants (ENTSOE) .csv,8.21240396786
951,Barca,,,Barca,Spain,Hydro,Run-Of-River,55.28,43.337651,-6.414516,Spain Power Plants Over 10 MW.csv,61.8980056651
952,Salime,,,Salime,Spain,Hydro,Reservoir,157.24,43.215536,-6.875698,Spain Power Plants Over 10 MW.csv,176.064443031
953,Miranda cantabrico,,,Miranda,Spain,Hydro,Reservoir,71.79,43.2824541424,-6.21817588806,Spain Power Plants Over 10 MW.csv,80.3845482398
954,Proaza,,,Proaza,Spain,Hydro,Run-Of-River,49.54,43.251775,-6.016333,Spain Power Plants Over 10 MW.csv,55.4708249032
955,Fagervollan,,,Fagervollan,Norway,Hydro,Reservoir,22.0,68.35,17.0166667,Norway Power Plants (ENTSOE) .csv,20.0747652548
956,Sjona,,,Sjona,Norway,Hydro,Reservoir,60.0,68.35,17.0166667,Norway Power Plants (ENTSOE) .csv,54.7493597857
957,Langfjord,,,Langfjord,Norway,Hydro,Reservoir,15.25,65.4625,12.19973,Norway Power Plants (ENTSOE) .csv,13.9154622789
958,Forsland,,,Forsland,Norway,Hydro,Reservoir,8.0,67.5833333,15.7666667,Norway Power Plants (ENTSOE) .csv,7.29991463809
959,Ildgrubfossen,,,Ildgruben,Norway,Hydro,Reservoir,7.0,68.35,17.0166667,Norway Power Plants (ENTSOE) .csv,6.38742530833
960,Grytaga,,,Grytaga,Norway,Hydro,Reservoir,61.0,65.8333333,13.2,Norway Power Plants (ENTSOE) .csv,55.6618491155
961,Kaldaga,,,Kaldaga,Norway,Hydro,Reservoir,19.0,68.045,15.7305556,Norway Power Plants (ENTSOE) .csv,17.3372972655
962,Gejman,,,Gejman,Sweden,Hydro,Run-Of-River,66.0,65.095904961,17.1173107624,Sweden Power Plant.csv,68.3325877165
963,Peneda,,,C.h. peneda modificada,Spain,Hydro,Run-Of-River,11.0,42.2505671113,-8.13112735748,Spain Power Plants Over 10 MW.csv,12.3168969305
964,Domeno,,,Central hidraulica domeno,Spain,Hydro,Run-Of-River,40.8,42.675787,-1.239507,Spain Power Plants Over 10 MW.csv,45.684490433
965,Millares,,,C.h. millares,Spain,Hydro,Reservoir,70.17,39.25,-0.7666667,Spain Power Plants Over 10 MW.csv,78.5706052373
966,Pedro iberdrola,,,Pedro,Spain,Hydro,Run-Of-River,57.47,42.4171203547,-7.74982452393,Spain Power Plants Over 10 MW.csv,64.3501878721
967,Lafortunada cinca,,,Lafortunada cinca,Spain,Hydro,Run-Of-River,42.0,42.574054,0.182409,Spain Power Plants Over 10 MW.csv,47.0281519163
968,Soutelo,,,Soutelo,Spain,Hydro,Reservoir,213.64,43.300394,-6.923518,Spain Power Plants Over 10 MW.csv,239.216532748
969,Santiago jares,,,Santiago jares,Spain,Hydro,Run-Of-River,53.15,43.49489,-7.242148,Spain Power Plants Over 10 MW.csv,59.5130065322
970,Valparaiso,,,Valparaiso,Spain,Hydro,Reservoir,67.5,42.022834,-6.330268,Spain Power Plants Over 10 MW.csv,75.5809584369
971,Cedegolo edison,,,Cedegolo,Italy,Hydro,Run-Of-River,130.0,46.076697,10.349562,Italy Power Plant.csv,239.807951482
972,Unteropfingen,,,Unteropfingen,Germany,Hydro,Run-Of-River,14.2,50.3182310622,9.49620045984,Germany Power Plants (conventional).csv,16.7122837749
973,Iffezheim,,,Rheinkraftwerk iffezheim,Germany,Hydro,Reservoir,146.0,48.8222128594,8.14201371926,Germany Power Plants (conventional).csv,171.830523319
974,Somplago,,,Somplago,Italy,Hydro,Run-Of-River,220.0,46.3705556,13.0436111,Italy Power Plant.csv,405.82884097
975,Mese,,,Mese,Italy,Hydro,Run-Of-River,164.34,46.306294,9.382335,Italy Power Plant.csv,303.154144205
976,Strandfossen,,,Strandfossen,Norway,Hydro,Reservoir,26.0,60.88191,11.56231,Norway Power Plants (ENTSOE) .csv,23.7247225738
977,Lutufallet,,,Lutufallet,Norway,Hydro,Reservoir,15.0,61.31484,12.26374,Norway Power Plants (ENTSOE) .csv,13.6873399464
978,Osfallet,,,Osfallet,Norway,Hydro,Reservoir,6.0,61.1333333,11.3833333,Norway Power Plants (ENTSOE) .csv,5.47493597857
979,Sagnfossen,,,Sagnfossen,Norway,Hydro,Reservoir,7.0,61.31484,12.26374,Norway Power Plants (ENTSOE) .csv,6.38742530833
980,Lopet,,,Lopet,Norway,Hydro,Reservoir,28.0,61.1333333,11.3833333,Norway Power Plants (ENTSOE) .csv,25.5497012333
981,Vittingfoss,,,Vittingfoss,Norway,Hydro,Reservoir,22.0,59.4833333,10.0166667,Norway Power Plants (ENTSOE) .csv,20.0747652548
982,Bramois,,,Bramois groupe,Switzerland,Hydro,Run-Of-River,27.35,46.6033209,7.91199915,Switzerland Power Plant.csv,18.6262586953
983,Quereno,,,Quereno,Spain,Hydro,Run-Of-River,36.46,42.449602,-6.947579,Spain Power Plants Over 10 MW.csv,40.824914735
984,Cimego,,,Cimego,Italy,Hydro,Reservoir,229.9,45.9270455,10.62656275,Italy Power Plant.csv,424.091138814
985,Lana,,,Lana,Italy,Hydro,Run-Of-River,121.8,46.60989775,11.1585987,Italy Power Plant.csv,224.681603774
986,Sesue,,,Sesue,Spain,Hydro,Run-Of-River,36.0,42.551308,0.472115,Spain Power Plants Over 10 MW.csv,40.3098444997
987,Llavorsi cardos,,,Llavorsi cardos,Spain,Hydro,Run-Of-River,52.8,42.495149,1.211007,Spain Power Plants Over 10 MW.csv,59.1211052662
988,Arties,,,Arties,Spain,Hydro,Reservoir,68.0,41.798001,1.954283,Spain Power Plants Over 10 MW.csv,76.1408173883
989,Lanuza,,,Lanuza,Spain,Hydro,Run-Of-River,52.69,42.72381263,-0.28169631958,Spain Power Plants Over 10 MW.csv,58.9979362969
990,Guadalmena,,,Guadalmena,Spain,Hydro,Run-Of-River,15.2,38.311867,-3.042194,Spain Power Plants Over 10 MW.csv,17.0197121221
991,Barrados,,,Barrados,Spain,Hydro,Run-Of-River,16.0,42.7333333,0.7166667,Spain Power Plants Over 10 MW.csv,17.9154864443
992,Seros,,,Seros,Spain,Hydro,Reservoir,44.6,41.4833333,0.4666667,Spain Power Plants Over 10 MW.csv,49.9394184635
993,Eume,,,Eume,Spain,Hydro,Reservoir,54.4,43.426973,-8.067068,Spain Power Plants Over 10 MW.csv,60.9126539106
994,Riba roja,,,Riba roja,Spain,Hydro,Reservoir,262.8,41.25,0.4833333,Spain Power Plants Over 10 MW.csv,294.261864848
995,Villanua,,,Villanua,Spain,Hydro,Run-Of-River,13.2,42.679705,-0.537686,Spain Power Plants Over 10 MW.csv,14.7802763166
996,Escales,,,Escales,Spain,Hydro,Reservoir,36.0,42.3161465439,0.746319293976,Spain Power Plants Over 10 MW.csv,40.3098444997
997,Susqueda,,,Susqueda,Spain,Hydro,Reservoir,88.55,41.977765,2.516524,Spain Power Plants Over 10 MW.csv,99.1510202902
998,Flix endesa,,,Flix,Spain,Hydro,Reservoir,52.52,41.2307423044,0.55007815361,Spain Power Plants Over 10 MW.csv,58.8075842534
999,Loch gair,,,Loch gair,United Kingdom,Hydro,Run-Of-River,6.0,56.4242820993,-4.72601693887,UK Power Plant.csv,5.47129695252
1000,Caldes,,,Caldes,Spain,Hydro,Run-Of-River,32.64,42.5046294058,0.800564289093,Spain Power Plants Over 10 MW.csv,36.5475923464
1001,Prada,,,Prada,Spain,Hydro,Reservoir,70.72,42.316743,-7.027391,Spain Power Plants Over 10 MW.csv,79.1864500838
1002,Torbole,,,Torbole,Italy,Hydro,Run-Of-River,124.6,45.8603359854,10.8803426684,Italy Power Plant.csv,229.846698113
1003,Pueyo,,,Pueyo,Spain,Hydro,Reservoir,14.3,42.376352,-0.002612,Spain Power Plants Over 10 MW.csv,16.0119660096
1004,Bosost,,,Bossost,Spain,Hydro,Run-Of-River,21.6,42.7833333,0.7,Spain Power Plants Over 10 MW.csv,24.1859066998
1005,Termens,,,Termens,Spain,Hydro,Run-Of-River,12.0,41.7166667,0.7666667,Spain Power Plants Over 10 MW.csv,13.4366148332
1006,Agustin,,,Agustin,Spain,Hydro,Reservoir,65.28,42.1794973838,-7.11218833923,Spain Power Plants Over 10 MW.csv,73.0951846928
1007,Vielha,,,Vielha,Spain,Hydro,Run-Of-River,22.0,42.7019605619,0.795564651489,Spain Power Plants Over 10 MW.csv,24.6337938609
1008,Penadrada,,,Penadrada,Spain,Hydro,Reservoir,38.17,42.820561,-6.487473,Spain Power Plants Over 10 MW.csv,42.7396323487
1009,Sarra,,,Sarra,Spain,Hydro,Run-Of-River,28.86,42.7712741444,-0.334482192993,Spain Power Plants Over 10 MW.csv,32.3150586739
1010,Cornatel,,,Cornatel,Spain,Hydro,Reservoir,130.66,42.449602,-6.947579,Spain Power Plants Over 10 MW.csv,146.302341176
1011,Iznajar,,,Iznajar,Spain,Hydro,Reservoir,76.8,37.266655,-4.414322,Spain Power Plants Over 10 MW.csv,85.9943349327
1012,Duque,,,Duque,Spain,Hydro,Run-Of-River,12.8,36.9401510172,-3.36095809937,Spain Power Plants Over 10 MW.csv,14.3323891554
1013,Marina,,,Santa marina,Spain,Hydro,Reservoir,34.68,42.699547,-6.512359,Spain Power Plants Over 10 MW.csv,38.831816868
1014,Giacomo sul vomano,,,S.giacomo,Italy,Hydro,Reservoir,490.0,42.55304,13.535891,Italy Power Plant.csv,903.891509434
1015,Biescas,,,Biescas,Spain,Hydro,Run-Of-River,64.4,42.628970046,-0.321350097656,Spain Power Plants Over 10 MW.csv,72.1098329383
1016,Lanzada,,,Lanzada,Italy,Hydro,Run-Of-River,189.01,46.269297,9.869247,Italy Power Plant.csv,348.66231469
1017,Venaus mont cenis,,,Venaus,Italy,Hydro,Run-Of-River,240.0,45.1566763,7.01033785,Italy Power Plant.csv,442.722371968
1018,Grado endesa,,,Grado,Spain,Hydro,Reservoir,45.76,42.15191,0.222472,Spain Power Plants Over 10 MW.csv,51.2382912307
1019,Ribadelago,,,Ribadelago,Spain,Hydro,Reservoir,35.96,42.1043996603,-6.6625213623,Spain Power Plants Over 10 MW.csv,40.2650557836
1020,Montorio,,,Montorio,Italy,Hydro,Run-Of-River,110.1,42.62221565,13.6683227,Italy Power Plant.csv,203.09888814
1021,Sau,,,Sau,Spain,Hydro,Reservoir,56.0,41.947002,2.384404,Spain Power Plants Over 10 MW.csv,62.7042025551
1022,Mequinenza,,,Mequinenza,Spain,Hydro,Reservoir,324.0,41.3721067929,0.301694869995,Spain Power Plants Over 10 MW.csv,362.788600497
1023,Seira,,,Seira,Spain,Hydro,Run-Of-River,37.01,42.476962,0.431267,Spain Power Plants Over 10 MW.csv,41.4407595815
1024,Bembezar,,,Bembezar,Spain,Hydro,Run-Of-River,15.12,37.8333333,-5.2333333,Spain Power Plants Over 10 MW.csv,16.9301346899
1025,Mediano,,,Mediano,Spain,Hydro,Reservoir,66.97,42.3226991462,0.243759155273,Spain Power Plants Over 10 MW.csv,74.9875079484
1026,Tabescan inferior,,,Tavascan inferior,Spain,Hydro,Run-Of-River,32.04,42.621379,1.248929,Spain Power Plants Over 10 MW.csv,35.8757616047
1027,Soverzene,,,Soverzene,Italy,Hydro,Run-Of-River,213.5,46.2058943,12.30319905,Italy Power Plant.csv,393.838443396
1028,Camarasa,,,Camarasa,Spain,Hydro,Reservoir,60.0,41.874859,0.878136,Spain Power Plants Over 10 MW.csv,67.1830741661
1029,Terradets,,,Terradets,Spain,Hydro,Run-Of-River,32.5,42.074764,0.916209,Spain Power Plants Over 10 MW.csv,36.39083184
1030,Tabescan superior,,,Tavascan superior,Spain,Hydro,Reservoir,120.44,42.621379,1.248929,Spain Power Plants Over 10 MW.csv,134.858824209
1031,Floriano egna,,,S.floriano,Italy,Hydro,Run-Of-River,180.0,46.31691355,11.2725739,Italy Power Plant.csv,332.041778976
1032,Cardano,,,Cardano,Italy,Hydro,Run-Of-River,121.0,46.49128515,11.3708242,Italy Power Plant.csv,223.205862534
1033,Canelles,,,Canelles,Spain,Hydro,Reservoir,108.0,41.873141,0.720168,Spain Power Plants Over 10 MW.csv,120.929533499
1034,Bigge,,,Bigge,Germany,Hydro,Run-Of-River,15.4,51.1257512099,7.90221595513,Germany Power Plants (conventional).csv,18.124589446
1035,Askerudfoss,,,Askerudfoss,Norway,Hydro,Reservoir,15.96,60.1166667,10.2666667,Norway Power Plants (ENTSOE) .csv,14.563329703
1036,Kaggefoss,,,Kaggefoss,Norway,Hydro,Reservoir,101.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv,92.1614223059
1037,Gravfoss,,,Gravfos,Norway,Hydro,Reservoir,50.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv,45.6244664881
1038,Dovikfoss,,,Dovikfoss,Norway,Hydro,Reservoir,17.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv,15.512318606
1039,Mykstufoss,,,Mykstufoss,Norway,Hydro,Reservoir,72.0,59.98431,9.29644,Norway Power Plants (ENTSOE) .csv,65.6992317429
1040,Geithusfoss,,,Geithusfoss,Norway,Hydro,Reservoir,15.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv,13.6873399464
1041,Djupdal,,,Djupdal,Norway,Hydro,Reservoir,17.0,59.98431,9.29644,Norway Power Plants (ENTSOE) .csv,15.512318606
1042,Kistefoss,,,Kistefoss,Norway,Hydro,Reservoir,7.0,60.24143,10.38503,Norway Power Plants (ENTSOE) .csv,6.38742530833
1043,Toverud,,,Toverud,Norway,Hydro,Reservoir,8.0,60.3666667,10.5666667,Norway Power Plants (ENTSOE) .csv,7.29991463809
1044,Hensfoss,,,Hensfoss,Norway,Hydro,Reservoir,20.0,60.1166667,10.2666667,Norway Power Plants (ENTSOE) .csv,18.2497865952
1045,Klaus,,,Klaus,Austria,Hydro,Reservoir,20.0,47.8313654498,14.1571712494,Verbund Power Plant.csv,27.558662007
1046,Rosenau,,,Rosenau,Austria,Hydro,Reservoir,34.0,48.4890224103,14.6288108826,Verbund Power Plant.csv,46.8497254119
1047,Staning,,,Staning,Austria,Hydro,Reservoir,43.2,48.1007252188,14.4568061829,Verbund Power Plant.csv,59.5267099351
1048,Pantaleon,,,St. pantaleon,Austria,Hydro,Reservoir,52.1,48.0076111279,12.8941726685,Verbund Power Plant.csv,71.7903145282
1049,Schonau,,,Schonau,Austria,Hydro,Reservoir,30.0,48.394561622,14.7301769257,Verbund Power Plant.csv,41.3379930105
1050,Ternberg,,,Ternberg,Austria,Hydro,Reservoir,40.4,47.9333333,14.35,Verbund Power Plant.csv,55.6684972541
1051,Weyer,,,Weyer,Austria,Hydro,Reservoir,37.0,48.1465032749,14.117603302,Verbund Power Plant.csv,50.9835247129
1052,Losenstein,,,Losenstein,Austria,Hydro,Reservoir,39.4,47.9242798828,14.4367218018,Verbund Power Plant.csv,54.2905641538
1053,Garsten ulrich,,,Garsten st. ulrich,Austria,Hydro,Reservoir,38.0,47.7222349808,14.327545166,Verbund Power Plant.csv,52.3614578133
1054,Grossraming,,,Großraming,Austria,Hydro,Reservoir,72.0,47.8833333,14.55,Verbund Power Plant.csv,99.2111832252
1055,Ramfoss,,,Ramfoss,Norway,Hydro,Reservoir,39.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv,35.5870838607
1056,Bjolvo,,,Bjolvo,Norway,Hydro,Reservoir,153.2,60.39299,5.32415,Norway Power Plants (ENTSOE) .csv,139.79336532
1057,Gresslifoss,,,Gresslifoss,Norway,Hydro,Reservoir,26.0,63.0833333,11.5,Norway Power Plants (ENTSOE) .csv,23.7247225738
1058,Bjorndalselva,,,Bjorndalselva,Norway,Hydro,Reservoir,6.0,61.5166667,6.25,Norway Power Plants (ENTSOE) .csv,5.47493597857
1059,Ovre svultingen,,,Ovre svultingen,Norway,Hydro,Reservoir,5.0,61.22036,6.07494,Norway Power Plants (ENTSOE) .csv,4.56244664881
1060,Tafjord,,,Tafjord,Norway,Hydro,Reservoir,319.0,62.0833333,5.8333333,Norway Power Plants (ENTSOE) .csv,291.084096194
1061,Smavatna,,,Smavatna,Norway,Hydro,Reservoir,23.0,69.9333333,21.7166667,Norway Power Plants (ENTSOE) .csv,20.9872545845
1062,Meraker,,,Meraker,Norway,Hydro,Reservoir,108.0,63.41406,11.74298,Norway Power Plants (ENTSOE) .csv,98.5488476143
1063,Bogna,,,Bogna,Norway,Hydro,Reservoir,60.0,64.3833333,11.4,Norway Power Plants (ENTSOE) .csv,54.7493597857
1064,Aunfoss,,,Aunfoss,Norway,Hydro,Reservoir,36.0,64.6166667,12.5666667,Norway Power Plants (ENTSOE) .csv,32.8496158714
1065,Lakshola,,,Lakshola,Norway,Hydro,Reservoir,34.0,70.0086111,21.2544444,Norway Power Plants (ENTSOE) .csv,31.0246372119
1066,Vrangfoss,,,Vrangfoss,Norway,Hydro,Reservoir,42.0,59.3,9.2166667,Norway Power Plants (ENTSOE) .csv,38.32455185
1067,Svandalsflona,,,Svandalsflona,Norway,Hydro,Reservoir,20.0,59.85,6.9833333,Norway Power Plants (ENTSOE) .csv,18.2497865952
1068,Kvanndal,,,Kvanndal,Norway,Hydro,Reservoir,50.0,59.7333333,7.0333333,Norway Power Plants (ENTSOE) .csv,45.6244664881
1069,Novle,,,Novle,Norway,Hydro,Reservoir,50.0,59.8333333,6.9,Norway Power Plants (ENTSOE) .csv,45.6244664881
1070,Froystul,,,Froystul,Norway,Hydro,Reservoir,50.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv,45.6244664881
1071,Suldal,,,Suldal,Norway,Hydro,Reservoir,350.0,59.6333333,6.8,Norway Power Plants (ENTSOE) .csv,319.371265417
1072,Nye tyin,,,Tyin,Norway,Hydro,Reservoir,440.0,61.55,6.35,Norway Power Plants (ENTSOE) .csv,401.495305095
1073,Eidsfoss telemark,,,Eidsfoss,Norway,Hydro,Reservoir,18.0,59.3,9.2166667,Norway Power Plants (ENTSOE) .csv,16.4248079357
1074,Moflat,,,Moflat,Norway,Hydro,Reservoir,33.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv,30.1121478821
1075,Roldal,,,Roldal,Norway,Hydro,Reservoir,192.0,59.8166667,6.8,Norway Power Plants (ENTSOE) .csv,175.197951314
1076,Vemork new,,,Vemork,Norway,Hydro,Reservoir,224.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv,204.397609867
1077,Lysbotn,,,Lysbotn,Norway,Hydro,Reservoir,6.0,69.3833333,17.8333333,Norway Power Plants (ENTSOE) .csv,5.47493597857
1078,Bergsbotn,,,Bergsbotn,Norway,Hydro,Reservoir,10.0,69.4333333,17.4666667,Norway Power Plants (ENTSOE) .csv,9.12489329762
1079,Dividalen,,,Dividalen,Norway,Hydro,Reservoir,30.0,68.9333333,19.5166667,Norway Power Plants (ENTSOE) .csv,27.3746798929
1080,Lavkajakka,,,Lavkajohka,Norway,Hydro,Reservoir,10.0,69.25,20.583333,Norway Power Plants (ENTSOE) .csv,9.12489329762
1081,Soa,,,Soa,Norway,Hydro,Reservoir,45.0,63.29057,9.08909,Norway Power Plants (ENTSOE) .csv,41.0620198393
1082,Haen,,,Haen,Norway,Hydro,Reservoir,30.0,64.2666667,10.5833333,Norway Power Plants (ENTSOE) .csv,27.3746798929
1083,Tussa,,,Tussa,Norway,Hydro,Reservoir,64.0,62.8666667,7.55,Norway Power Plants (ENTSOE) .csv,58.3993171048
1084,Eid,,,Eid,Norway,Hydro,Reservoir,11.0,60.6166667,10.5,Norway Power Plants (ENTSOE) .csv,10.0373826274
