id,Carma,Geo,WRI,Country,Fueltype,Classification,Capacity,lat,lon
1475,Kjollefjord,,Kjollefjord,Norway,Wind,,50.0,70.5666667,27.0166667
1476,Ovre Bersavatn,,Bersavatn,Norway,Hydro,,11.0,60.1833333,6.7166667
1477,Langvatn,,Langvatn,Norway,Hydro,,115.0,68.3333333,16.3666667
1478,Jukla,,Jukla,Norway,Hydro,,44.0,59.9833333,6.0166667
1479,Alltwalis,,Alltwalis,United Kingdom,Wind,,23.0,52.0741663899,-4.02213780832
1480,Nederede,,Nederede,Sweden,Hydro,,16.0,62.4333333,16.4833333
1481,Vinje,,Vinje,Norway,Hydro,,375.0,59.5666667,8.0
1482,Adamselv,,Adamselv,Norway,Hydro,,60.0,70.3833333,26.6333333
1483,Bassalt,,Bassalt,Sweden,Hydro,,8.0,56.75,13.2833333
1484,Litjfossen,,Litjfossen,Norway,Hydro,,83.0,62.27594,10.78241
1485,Bergvattnet,,Bergvattnet,Sweden,Hydro,,21.2,64.55,15.2333333
1486,Landesbergen Biomass,,Landesbergen Biomasse,Germany,Waste,,20.0,52.5638435,9.12857375
1487,Kvilldal,,Kvilldal,Norway,Hydro,,1444.0,59.5166667,6.6333333
1488,Bjurfors Ovre,,Bjurfors Ovre,Sweden,Hydro,,45.99,60.0650492615,15.9236633778
1489,Nissastroms,,Nissastrom,Sweden,Hydro,,11.2,56.8333333,13.0
1490,Bjurfors Nedre,,Bjurfors Nedre,Sweden,Hydro,,78.0,60.0650492615,15.9236633778
1491,Brynge,,Brynge,Sweden,Hydro,,5.236,63.2909139951,18.7152528763
1492,Skjomen,,Skjomen,Norway,Hydro,,360.0,68.4,17.2666667
1493,Ulset,,Ulset,Norway,Hydro,,40.0,62.27594,10.78241
1494,Gaddede,,Gaddede,Sweden,Hydro,,22.0,64.5,14.15
1495,Nedre Rossaga,,Nedre Rossaga,Norway,Hydro,,378.0,68.5333333,15.2166667
1496,Malset,,Malset,Norway,Hydro,,24.0,60.9833333,6.5166667
1497,Sima,,Sy Sima,Norway,Hydro,,1120.0,60.4675,7.07193
1498,Grytten,,Grytten Kraftver,Norway,Hydro,,166.0,62.55,7.6833333
1499,Tokke,,Tokke,Norway,Hydro,,480.0,58.9833333,9.2333333
1500,Nore ,,Nore,Norway,Hydro,,302.0,60.26722,8.94721
1501,Hylen,,Hylen,Norway,Hydro,,190.0,59.5,6.5
1502,Hitra,,Hitra,Norway,Wind,,55.2,63.6333333,8.7333333
1503,Svorkmo,,Svorkmo,Norway,Hydro,,61.0,63.2666667,9.8333333
1504,Stolsdal,,Stolsdal,Norway,Hydro,,26.0,59.2333333,6.1833333
1505,Emden,,Emden Natural,Germany,Natural Gas,,500.0,53.36685545,7.21123355
1506,Laholms,,Laholm,Sweden,Hydro,,11.3,56.5120653165,13.0437111855
1507,Mauranger,,Mauranger,Norway,Hydro,,307.0,59.9833333,6.0166667
1508,Jarnvagsforsen,,Jarnvagesforsen,Sweden,Hydro,,105.0,62.3833333,17.3166667
1509,Viforsen,,Viforsen,Sweden,Hydro,,10.0,62.3,17.1666667
1510,Kolsvik,,Kolsvik,Norway,Hydro,,163.0,65.2166667,12.7833333
1511,Osbu,,Osbu,Norway,Hydro,,28.0,62.5166667,8.5
1512,Straumsmo,,Straumsmo,Norway,Hydro,,170.0,68.7333333,18.65
1513,Nea,,Nea,Norway,Hydro,,260.0,63.21666685,11.03333315
1514,Bratsberg,,Bratsberg,Norway,Hydro,,140.0,63.35,10.5
1515,Cottbus,,Cottbus,Germany,Coal,,74.0,51.75824534,14.3526827
1516,Fausa,,Fausa,Norway,Hydro,,8.0,64.9166667,11.25
1517,Nedre Svultingen,,Nedre Svultingen,Norway,Hydro,,11.0,61.17109,5.29603
1518,Brulandsfossen,,Brulandsfoss,Norway,Hydro,,15.0,61.45217,5.85717
1519,Haalandsfoss,,Halandsfossen,Norway,Hydro,,6.2,61.36311,5.39809
1520,Pernegg,,Pernegg,Austria,Hydro,,22.0,47.35978671,15.3423643112
1521,Laufnitzdorf,,Laufnitzdorf,Austria,Hydro,,18.0,47.3,15.3166667
1522,Pforzheim,,Pforzheim Gmbh Coal,Germany,Coal,,100.8,48.894057375,8.7137688385
1523,Stadheim,,Stadheim,Norway,Hydro,,5.4,62.30964,6.93582
1524,Juvfossen,,Juvfossen,Norway,Hydro,,7.0,62.0833333,6.9
1525,Oncala,,Oncala,Spain,Wind,,24.75,41.970212,-2.314934
1526,Beatrice Field,,Beatrice,United Kingdom,Wind,,10.0,57.23472225,-4.1153592
1527,Minsca Farm,,Minsca,United Kingdom,Wind,,37.0,55.9545657159,-3.73520306358
1528,Slieve Divena,,Slieve Divena,United Kingdom,Wind,,30.0,54.611774775,-6.84838425484
1529,Tinfos,,Tinfos Telemark,Norway,Hydro,,70.0,59.5666667,9.2833333
1530,Montananesa,,Torraspapel Montananesa,Spain,Natural Gas,,42.75,41.6560643303,-0.877339839935
1531,Tiefstack Ersatz,,Tiefstack,Germany,Coal,,336.0,53.52606672,10.06549983
1532,Skibotn,,Skibotn,Norway,Hydro,,83.0,69.4,20.2666667
1533,Skarsfjord,,Skarsfjord,Norway,Hydro,,5.87,69.8008333,18.7580556
1534,Valsenesset,,Valsneset,Norway,Wind,,13.0,63.7666667,9.7333333
1535,Svartelva,,Svartelva,Norway,Hydro,,16.0,63.58368,9.95989
1536,Morre,,Morre,Norway,Hydro,,16.0,63.966667,10.2
1537,Driva,,Driva,Norway,Hydro,,160.0,64.1666667,10.5166667
1538,Dale Tussa,,Dalen,Norway,Hydro,,6.0,62.0666667,5.95
1539,Trandal,,Trandal,Norway,Hydro,,8.0,62.2029,6.12722
1540,Gjerdsvik,,Gjerdsvik,Norway,Hydro,,6.0,63.2833333,8.4166667
1541,Amela,,Amela,Norway,Hydro,,40.0,62.0752778,5.9175
1542,Tysseland,,Tysseland,Norway,Hydro,,6.0,60.1166667,6.2833333
1543,Jordbro,,Jordbro,Sweden,Waste,,20.0,59.14606065,18.12422925
1544,Seitevare,,Seitevare,Sweden,Hydro,,225.0,68.8666667,20.35
1545,Pfaffenwald,,Pfaffenwald,Germany,Natural Gas,,36.0,48.7803863966,9.17851520596
1546,Rosenheim Wkw,,Wkw,Germany,Hydro,,38.4,47.8563662551,12.1224689484
1547,Schongau,,Upm Schongau,Germany,Natural Gas,,140.6,47.8150677,10.89836805
1548,Ustekveikja,,Ustekveikja,Norway,Hydro,,42.0,60.5333059725,8.20764541626
1549,Orteren,,Ortern,Norway,Hydro,,13.0,60.4666667,7.8
1550,Vadheim,,Vadheim,Norway,Hydro,,15.5,61.2166667,5.8166667
1551,Ritsem,,Ritsem,Sweden,Hydro,,320.0,66.9592699603,19.8207092285
1552,Grundfors,,Grundfors,Sweden,Hydro,,110.0,65.095904961,17.1173107624
1553,Torpshammar,,Torpshammar,Sweden,Hydro,,119.0,62.4833333,16.3333333
1554,Holleforsen,,Holleforsen,Sweden,Hydro,,151.0,63.0333333,16.6166667
1555,Stenkullafors,,Stenkullafors,Sweden,Hydro,,57.0,63.99112705,17.2229616
1556,Naverede,,Naverede,Sweden,Hydro,,70.0,63.2465991,15.0904257
1557,Midskog,,Midskog,Sweden,Hydro,,155.0,63.2465991,15.0904257
1558,Gardikfors,,Gardikfors,Sweden,Hydro,,60.0,65.095904961,17.1173107624
1559,Vargon,,Vargon,Sweden,Hydro,,35.0,65.2666667,21.8
1560,Reuter,,Reuter,Germany,Coal,,688.0,52.5207023326,13.3996949951
1561,Irene Vorrink,,Irene Vorrink,Netherlands,Wind,,16.8,52.522506975,5.41803575022
1562,Brunsbuttel,,BrunsbüTtel,Germany,Oil,,254.0,53.89862745,9.14477115
1563,Jarkvissle,,Jarkvissle,Sweden,Hydro,,96.0,62.3912892857,17.3062992096
1564,Tuggen,,Tuggen,Sweden,Hydro,,118.0,64.5953688552,18.6735069752
1565,Bjirmen,,Bjirmen,Netherlands,Wind,,6.0,53.2168381911,5.53015995728
1566,Lillgrund,,Lillgrund,Sweden,Wind,,110.4,55.6058691373,13.0007314682
1567,Idbacken,,Idbaksverket,Sweden,Waste,,35.0,58.7537479022,17.0098454673
1568,Parki,,Parki,Sweden,Hydro,,20.0,66.7666667,17.5333333
1569,Hiddum Houw,,Hiddum Houw,Netherlands,Wind,,5.23,53.0289126902,5.41346388716
1570,Langbjorn,,Langbjorn,Sweden,Hydro,,98.0,61.5899988559,17.4933295569
1571,Geesthacht,,Geesthacht,Germany,Hydro,,119.1,53.4365227,10.36746025
1572,Sillre,,Sillre,Sweden,Hydro,,11.7,62.8589103928,15.9435753048
1573,Braunschweig Nord,,Nord,Germany,Natural Gas,,26.0,52.26533145,10.5293001
1574,Mandling,,Mandling,Austria,Hydro,,6.1,47.4,13.5666667
1575,Weinzodl,,WeinzöDl,Austria,Hydro,,16.903,47.1,15.3833333
1576,Teufelsbruck,,Teufelsbruck,Germany,Hydro,,25.0,48.1166667,12.2
1577,Obervogau,,Obervogau,Austria,Hydro,,14.97,46.745,15.5847222
1578,Lebring,,Lebring,Austria,Hydro,,20.2,46.8522222,15.5383333
1579,St Georgen,,St. Georgen,Austria,Hydro,,6.364,47.5333333,14.3666667
1580,Wasserburg,,Wasserburg,Germany,Hydro,,28.95,48.0605283914,12.2313022614
1581,Gars,,Gars,Germany,Hydro,,25.0,48.1487647,12.2910063
1582,Stammham,,Stammham,Germany,Hydro,,24.0,48.5776198367,11.66349592
1583,Fisching,,Fisching,Austria,Hydro,,22.0,47.1666667,14.7333333
1584,Leoben Ahp,,Leoben,Austria,Hydro,,10.0,47.3833333,15.1
1585,Friesach,,Friesach,Austria,Hydro,,13.5,47.1666667,15.3333333
1586,Hieflau,,Hieflau Erzbach,Austria,Hydro,,64.0,47.6,14.7333333
1587,Toging,,TöGing,Germany,Hydro,,85.3,48.25,12.5833333
1588,Petronell Carnuntum,,Park Petronell Carnuntum,Austria,Wind,,43.0,48.0666667,16.85
1589,Feldkirchen,,Feldkirchen,Germany,Hydro,,38.4,48.2842898861,12.3176479891
1590,Arnstein,,Arnstein,Austria,Hydro,,33.12,47.0166667,15.1666667
1591,Dionysen,,Dionysen,Austria,Hydro,,16.0,47.4166667,15.2833333
1592,Rabenstein Stm,,Rabenstein,Austria,Hydro,,14.0,47.35,13.6833333
1593,Peggau,,Peggau,Austria,Hydro,,13.2,47.2,15.35
1594,Neuotting,,NeuöTting,Germany,Hydro,,26.1,48.2367953,12.69273555
1595,Krippau Wehrkraftwerk,,Krippau,Austria,Hydro,,35.04,47.6833333,14.7
1596,Mindelheim,,Dkw Nord,Germany,Oil,,11.4,48.0485525,10.48592595
1597,Tenero,,Tenero Di Dotazione,Switzerland,Hydro,,4.25,46.1814349653,8.85103225708
1598,Skree,,Skree,Norway,Hydro,,8.0,59.1865,8.0895
1599,Utgrunden ,,Utgrunden,Sweden,Wind,,10.5,56.35,16.2666667
1600,Serra Do Paramo,,Servan,Spain,Wind,,29.04,42.781480238,-7.41431236267
1601,Rognsfossen,,Rognfossen Evang,Norway,Hydro,,7.0,60.62296,6.42286
1602,Ensdorf /,,Ensdorf,Germany,Coal,,430.0,49.32176735,9.3593586
1603,Sudraum,,Natural U. Dampfturbinenanlage SüDraum,Germany,Oil,,43.5,49.23384755,6.9981897
1604,Winscales,,Winscales,United Kingdom,Wind,,12.75,54.6166667,-3.5
1605,Culemborg,,Culemborg,Netherlands,Wind,,6.0,51.952165725,5.21849659181
1606,Raassaa,,Rasdalen,Norway,Hydro,,5.0,60.1666667,12.0333333
1607,Fuensanta,,Fuensanta,Spain,Wind,,49.5,38.649163,-1.979981
1608,Cuesta Manera,,Cuesta,Spain,Wind,,76.7,41.91608,-4.780331
1609,Muneca,,Muneca,Spain,Wind,,40.5,41.91608,-4.780331
1610,Campocologno,,Campocologno,Switzerland,Hydro,,51.62,46.53331545,9.71279885
1611,Ladral,,Ladral,Switzerland,Hydro,,5.6,46.773675,9.108501
1612,Elberfeld,,Elberfeld,Germany,Coal,,142.0,51.256075255,7.1490994645
1613,Barmen,,Barmen,Germany,Natural Gas,,198.5,51.26534235,7.18068535
1614,Friedensbrucke,,Heizkraftwerke An Der FriedensbrüCke,Germany,Natural Gas,,122.0,49.7901139,9.93453865
1615,Plons,,Plons,Switzerland,Hydro,,4.5,47.0455631697,9.42317962646
1616,Lynemouth,,Lynemouth,United Kingdom,Coal,,420.0,50.7640502845,-1.17138422766
1617,Koln Godorf,,Raffineriekraftwerk KöLn Godorf,Germany,Natural Gas,,104.04,50.9358472,6.9549869
1618,Carracha,,Carracha,Spain,Wind,,99.0,41.580138,-1.117193
1619,Camporedondo,,Camporredondo,Spain,Hydro,,11.25,42.826109,-4.846262
1620,Xerta,,Xerta,Spain,Hydro,,18.0,40.9,0.5
1621,Windy Standard,,Windy Standard,United Kingdom,Wind,,22.0,55.2129112817,-4.26321523065
1622,Beinn Ghlas,,Beinn Ghlas,United Kingdom,Wind,,8.5,56.6074592866,-4.676664293
1623,Little Cheyne Court,,Little Cheyne Court,United Kingdom,Wind,,60.0,51.1928723276,-0.097503925409
1624,Lindhurst (Mansfield),,Lindhurst,United Kingdom,Wind,,10.0,52.9577014999,-0.895173278952
1625,Inesco,,Inesco Wkk,Belgium,Natural Gas,,138.0,51.2197872987,4.32663917542
1626,Enkirch,,Enkirch,Germany,Hydro,,18.4,49.983203,7.12147015
1627,Detzem,,Detzem,Germany,Hydro,,24.0,49.8151569,6.8457177
1628,Muel,,Muela Cubillo,Spain,Wind,,66.2,41.466328,-1.085029
1629,Plana   Balsa,,Plana Balsa,Spain,Wind,,24.0,41.555754,-0.960134
1630,Klinikum Hedeilberg,,Kwkk Heidelberg,Germany,Natural Gas,,14.481,49.408519549,8.69279943084
1631,Schwammenauel,,Schwammenauel,Germany,Hydro,,14.35,50.64221115,6.4632873
1632,Bancal,,Bancal,Spain,Wind,,22.0,36.01393,-5.606949
1633,Taff Ely,,Taff Ely,United Kingdom,Wind,,10.0,51.9474571268,-3.54051746333
1634,Los Labrados,,Labrados,Spain,Wind,,24.0,41.555754,-0.960134
1635,Mhkw Karnap,,Karnap,Germany,Waste,,43.48,51.4535437,7.0140481
1636,Wintrich,,Wintrich,Germany,Hydro,,20.0,49.8833333,6.95
1637,Cwm Dyli,,Cwm Dyli,United Kingdom,Hydro,,10.0,52.6524068438,-3.92061334575
1638,Great Yarmouth,,Great Yarmouth,United Kingdom,Natural Gas,,420.0,52.40983755,0.634357931151
1639,Lambrigg,,Lambrigg,United Kingdom,Wind,,7.0,53.5180593759,-1.88439764013
1640,Little Barford,,Little Barford,United Kingdom,Natural Gas,,737.0,52.21972455,-0.365030818849
1641,Carno,,Carno,United Kingdom,Wind,,34.0,52.4263565243,-3.63718912318
1642,Serrig,,Serrig,Germany,Hydro,,12.1,49.5607724285,6.55330865331
1643,Rio Gallego,,Rio Gallego Unificado,Spain,Wind,,87.06,41.654445072,-0.849380493164
1644,Llyn Alaw,,Llyn Alaw,United Kingdom,Wind,,20.4,52.8231141703,-4.08839514075
1645,Lehmen,,Lehmen,Germany,Hydro,,24.0,50.28363595,7.4520115
1646,Bochum,,Bochum,Germany,Natural Gas,,21.0,51.48282715,7.2177066
1647,Grisel,,Ciesma Grisel Ampl. Mw En Rd,Spain,Wind,,16.5,41.871093,-1.727942
1648,Heimbach,,Heimbach,Germany,Hydro,,16.0,50.6338778,6.47995395
1649,Trier,,Trier,Germany,Hydro,,18.8,49.7556525536,6.63934707642
1650,Sundsfjord,,Sundsfjord,Norway,Hydro,,128.0,67.1166667,14.3
1651,Langvann,,Langvann,Norway,Hydro,,7.0,68.3333333,16.3666667
1652,Oldereid,,Oldereid,Norway,Hydro,,14.4,67.15,14.9166667
1653,Fagerli,,Fagerli,Norway,Hydro,,60.0,67.1166667,16.1
1654,Sjonsta,,Sjonsta,Norway,Hydro,,88.0,67.2,15.7166667
1655,Cijara,,Cijara M. Izda.,Spain,Hydro,,102.1,39.168398,-5.050487
1656,Puerto Pena,,Puerto,Spain,Hydro,,55.59,39.036974,-5.234225
1657,Serena,,Serena,Spain,Hydro,,25.1,38.732036,-5.543902
1658,Pena  Bejo,,Bejo,Spain,Hydro,,20.8,43.150361,-4.381714
1659,Rozadio,,Rozadio,Spain,Hydro,,12.6,43.223351,-4.386833
1660,Serreta,,Serreta Unificado Con,Spain,Wind,,49.5,41.633616,-1.274399
1661,Melkefoss,,Melkefoss,Norway,Hydro,,26.0,69.4,29.7833333
1662,Skogfoss,,Skogfoss,Norway,Hydro,,54.2,69.3733333,29.6877778
1663,Hammarforsen,,Hammarforsen,Sweden,Hydro,,80.0,60.0166667,18.5333333
1664,Lanaken,,Lanaken Sappi,Belgium,Natural Gas,,43.0,50.8931805269,5.64680099487
1665,Vietas,,Vietas,Sweden,Hydro,,330.0,66.9592699603,19.8207092285
1666,Witznau,,Witznau,Germany,Hydro,,220.0,47.6833333,8.25
1667,Massaboden,,Massaboden,Switzerland,Hydro,,8.2,46.35,7.9666667
1668,Ritom Sbb,,Ritom,Switzerland,Hydro,,44.0,46.56250215,7.9772166
1669,Vernayaz,,Vernayaz Cff,Switzerland,Hydro,,92.0,46.1366680766,7.03906059265
1670,Amsteg,,Amsteg,Switzerland,Hydro,,120.72,47.12249985,8.4891571
1671,Rannoch,,Rannoch,United Kingdom,Hydro,,48.0,56.70972225,-4.2403592
1672,Cashlie,,Cashlie,United Kingdom,Hydro,,11.0,56.6653176707,-4.28548658384
1673,Clunie,,Clunie,United Kingdom,Hydro,,61.2,57.1680556,-3.3653592
1674,Livishie,,Livishie,United Kingdom,Hydro,,17.0,57.0002331538,-4.36581552653
1675,Medway (Gb),,Medway,United Kingdom,Natural Gas,,721.66,51.44437805,-0.152193920249
1676,Aigas,,Aigas,United Kingdom,Hydro,,20.0,57.1325935195,-4.1690158573
1677,Lerwick,,Lerwick,United Kingdom,Oil,,67.0,58.4703202107,-2.63173331754
1678,Drumderg,,Drumderg,United Kingdom,Wind,,37.0,56.7040986173,-3.67205153958
1679,Deanie,,Deanie,United Kingdom,Hydro,,38.0,57.15138895,-4.5236925
1680,Glendoe,,Glendoe,United Kingdom,Hydro,,100.0,56.9646215218,-4.39814370888
1681,Tangy,,Tangy,United Kingdom,Wind,,19.0,56.1059696539,-4.86084744579
1682,Cassley,,Cassley,United Kingdom,Hydro,,10.45,56.0430556,-4.8986925
1683,Invergarry,,Invergarry,United Kingdom,Hydro,,20.0,56.9275172262,-4.45753854531
1684,Braes Of Doune,,Braes Of Doune,United Kingdom,Wind,,72.0,56.48803024,-4.08346731082
1685,Lochay,,Lochay,United Kingdom,Hydro,,48.0,55.87638895,-3.7903592
1686,Glenmoriston,,Glenmoriston,United Kingdom,Hydro,,40.0,56.9916056,-4.49172085
1687,Nant,,Nant,United Kingdom,Hydro,,15.0,56.3853556417,-4.46752801065
1688,Thatcham,,Thatcham,United Kingdom,Oil,,9.6,51.403663386,-1.26048803329
1689,Burghfield,,Burghfield,United Kingdom,Natural Gas,,45.0,51.4536361574,-0.982311332633
1690,Pitlochry,,Pitlochry,United Kingdom,Hydro,,15.0,56.7456264466,-3.92418664712
1691,Kilmorack,,Kilmorack,United Kingdom,Hydro,,20.0,57.1253422792,-4.31372922677
1692,Tappaghan Mountain,,Tappaghan,United Kingdom,Wind,,29.0,54.620108075,-6.39005095484
1693,Striven,,Striven,United Kingdom,Hydro,,8.0,57.18636945,-3.10234359889
1694,Artfield Fell,,Artfield Fell,United Kingdom,Wind,,20.0,55.832451355,-4.46221319379
1695,Hadyard Hill,,Hadyard,United Kingdom,Wind,,120.0,56.70972225,-4.9986925
1696,Clachan,,Clachan,United Kingdom,Hydro,,40.0,56.5430556,-4.8486925
1697,Slind,,Slind,Norway,Hydro,,25.0,63.2166667,11.0333333
1698,Glorenza,,Seled Glorenza,Italy,Hydro,,101.6,46.68791635,10.5465516
1699,Orsieres,,OrsièRes,Switzerland,Hydro,,26.4,46.4970971794,7.73779032371
1700,Ojos Albos,,Ojos Albos,Spain,Wind,,14.52,40.705962,-4.516333
1701,Avila,,Avila,Spain,Wind,,60.06,40.823295,-5.816947
1702,Villoruebo,,Villoruebo,Spain,Wind,,17.85,42.168738,-3.441594
1703,Sierra  Acebo,,Acebo,Spain,Wind,,17.82,43.215536,-6.875698
1704,Sierra  Los Lagos,,Lagos,Spain,Wind,,38.94,43.273073,-6.621524
1705,Villacastin,,Villacastin,Spain,Wind,,14.52,40.779598,-4.413574
1706,Four Burrows,,Four Burrows,United Kingdom,Wind,,5.0,50.4300148469,-3.50328117077
1707,Forss,,Forss Extension,United Kingdom,Wind,,7.8,57.6894103636,-3.81999489516
1708,Duge,,Duge,Norway,Hydro,,200.0,58.2666667,7.0166667
1709,Tonstad,,Tonstad,Norway,Hydro,,1130.0,58.66263,6.71694
1710,Roskrepp,,Roskrepp,Norway,Hydro,,56.0,58.3166667,6.95
1711,Solhom,,Solhom,Norway,Hydro,,250.0,58.3166667,6.95
1712,Kvinen,,Kvinen,Norway,Hydro,,90.0,58.66263,6.71694
1713,Ana Sira,,Ana Sira,Norway,Hydro,,183.0,58.3,6.4333333
1714,Fjone,,Fjone,Norway,Hydro,,60.0,59.1666667,8.4666667
1715,Hogstad,,Hogstad,Norway,Hydro,,11.0,59.28843,9.71
1716,Vrenjga,,Vrenga,Norway,Hydro,,16.0,59.85,9.45
1717,Arlifoss,,Arlifoss,Norway,Hydro,,27.0,59.55936,9.25853
1718,Kiste,,Kiste,Norway,Hydro,,7.0,59.28843,9.71
1719,Skollenborg,,Skollenborg,Norway,Hydro,,102.0,59.66858,9.65017
1720,Mydalen,,Mydalen,Norway,Hydro,,8.0,59.600748034,8.65010261536
1721,Haukrei,,Haukrei,Norway,Hydro,,19.0,59.1865,8.0895
1722,Abjora,,Abjora,Norway,Hydro,,103.0,60.9333333,9.4
1723,Gronvollfoss,,Gronvollfoss,Norway,Hydro,,40.0,59.55936,9.25853
1724,Selsfors,,Selsfors,Sweden,Hydro,,61.0,64.2166667,20.3166667
1725,Batfors,,Batfors,Sweden,Hydro,,42.0,65.1166667,21.1
1726,Steinsvik,,Steinsvik,Norway,Hydro,,10.0,62.14762,6.07408
1727,Cernavoda,,Cernavoda,Romania,Nuclear,,1440.0,44.3222222222,28.0572222222
1728,Motril,,Motril,Spain,Natural Gas,,49.185,36.733447,-3.541294
1729,Mel,,Mel,Norway,Hydro,,60.0,61.0833333,6.8333333
1730,Skogheim,,Skogheim,Norway,Hydro,,9.0,61.8166667,6.15
1731,Sagefossen,,Sagefossen,Norway,Hydro,,12.0,61.8166667,6.15
1732,Bjordalen,,Bjorndalen,Norway,Hydro,,5.0,62.2029,6.12722
1733,Sunndal,,Sundal,Norway,Hydro,,5.0,62.97397,8.72472
1734,Newport Solutia Wind,,Solutia,United Kingdom,Wind,,5.0,51.9402739884,-3.36864008132
1735,Kneeshoek,,Kneeshoek,Netherlands,Wind,,4.8,35.4484924,-29.10286315
1736,Mva Schwandorf,,MüLlkraftwerk Schwandorf,Germany,Waste,,54.0,49.32628715,12.1094965
1737,Ingolstadt Mva,,Mva Ingolstadt,Germany,Waste,,25.5,48.7648416,11.4291864
1738,Boblingen,,RestmüLlheizkraftwerk BöBlingen,Germany,Waste,,12.0,48.68415115,9.01400555
1739,Lizun,,Lizun,Switzerland,Hydro,,6.6,,
1740,Sils Ewz,,Sils Ewz,Switzerland,Hydro,,26.0,47.1676153,7.2494695
1741,Islas,,Islas,Switzerland,Hydro,,4.69,,
1742,Hugschwendi,,Hugschwendi,Switzerland,Hydro,,14.0,,
1743,Lobbia Forno,,LöBbia Forno,Switzerland,Hydro,,9.0,,
1744,Tiefencastel Ost,,Tiefencastel Ost,Switzerland,Hydro,,52.0,,
1745,Lobbia Albigna,,LöBbia Albigna,Switzerland,Hydro,,86.1,47.1374124,8.584483
1746,Rothenbrunnen Ewz,,Rothenbrunnen Kwz,Switzerland,Hydro,,135.0,47.15320345,7.55726529102
1747,Hkw Offenbach,,Offenbach,Germany,Coal,,64.0,50.0887662,8.7662861
1748,Bisisthal,,Bisisthal,Switzerland,Hydro,,15.8,,
1749,Engelberg,,Engelberg,Switzerland,Hydro,,8.5,,
1750,Rheinau (Ch),,Rheinau,Switzerland,Hydro,,36.8,46.771427,10.1506314
1751,Tiefencastel West,,Tiefencastel West,Switzerland,Hydro,,26.0,,
1752,Solis,,Solis,Switzerland,Hydro,,7.3,,
1753,Coto  Codesas,,Codesas,Spain,Wind,,46.75,,
1754,Majal Alto,,Majal,Spain,Wind,,77.0,,
1755,Tjodan,,Tjodan,Norway,Hydro,,130.0,,
1756,Florli,,Florli,Norway,Hydro,,89.0,,
1757,Lomi,,Lomi,Norway,Hydro,,140.0,,
1758,Atalaya Ebro,,Atalaya,Spain,Wind,,79.9,,
1759,Ogreyfoss,,Ogreyfoss,Norway,Hydro,,18.0,,
1760,Bondo,,Bondo,Switzerland,Hydro,,6.9,,
1761,Moforsen,,Namforsen,Sweden,Hydro,,138.9,63.8155874,17.1125899
1762,Villanueva Enerfin,,Villanueva,Spain,Wind,,86.5,,
1763,Muhlrading,,MüHlrading,Austria,Hydro,,25.0,,
1764,Gamoide,,Gamoide,Spain,Wind,,32.5,,
1765,Paul'S Hill,,Paul'S,United Kingdom,Wind,,64.0,56.7861112,-4.1140517
1766,Caluengo,,Caluengo,Spain,Wind,,49.5,,
1767,Turon,,Turon Tj,Belgium,Oil,,20.0,,
1768,Sand (Plessur),,Sand Plessur,Switzerland,Hydro,,9.4,,
1769,Schiffenen,,Schiffenen,Switzerland,Hydro,,71.0,46.9186004,8.9973653
1770,Rossens Hauterive,,Hauterive,Switzerland,Hydro,,69.7,47.5669187,9.1097539
1771,Broc,,Broc,Switzerland,Hydro,,25.0,47.05747,8.0731509
1772,Perul,,Perul,Spain,Wind,,49.6,,
1773,Tirmadrid,,Tirmadrid,Spain,Waste,,29.8,,
1774,Lomillas Y Penarada,,Lomilla,Spain,Wind,,143.88,,
1775,Castrelo Xallas,,C.H.Castrelo,Spain,Hydro,,30.6,,
1776,Ovre Moksa,,Moksa,Norway,Hydro,,17.0,,
1777,Dos Pueblos,,Dos Pueblos,Spain,Wind,,20.0,,
1778,Tallisca,,Tallisca,Spain,Wind,,40.0,,
1779,Enercrisa,,Enercrisa,Spain,Natural Gas,,20.94,,
1780,Luzon Norte,,Luzon Norte,Spain,Wind,,38.0,,
1781,Portachuelo,,Portachuelo,Spain,Wind,,45.05,,
1782,Valdecanas,,Valdecanas,Spain,Hydro,,247.17,,
1783,Isab Energy,,Isab Energy,Italy,Natural Gas,,553.4,37.1595929,15.186742
1784,Ulvdal ,,Uvdal,Norway,Hydro,,150.0,,
1785,Innergsteig,,Innergsteig,Switzerland,Hydro,,19.6,,
1786,Rothenbrunnen Kwz,,Rothenbrunnen Ewz,Switzerland,Hydro,,44.0,46.1621386,7.2445214
1787,Piesteritz,,Biomasseheizkraftwerk Piesteritz,Germany,Waste,,20.0,51.8678903,12.5969035
1788,Skeen,,Skeen,Sweden,Hydro,,4.6,,
1789,Hogga,,Hogga,Norway,Hydro,,20.0,,
1790,Ovre Rossaga,,Ovre Rossaga,Norway,Hydro,,188.0,,
1791,Luzzone,,Luzzone,Switzerland,Hydro,,20.0,,
1792,Robiei,,Robiei,Switzerland,Hydro,,173.0,46.2400765,7.8955523
1793,Puerto Escandon,,Puerto Escandon,Spain,Wind,,26.0,,
1794,Combe Garot,,Combe Garot,Switzerland,Hydro,,4.86,,
1795,Sagfossen (Ns),,Sagfossen,Norway,Hydro,,14.0,,
1796,Rekvatn,,Rekvatn,Norway,Hydro,,27.0,,
1797,Siso,,Siso,Norway,Hydro,,229.0,,
1798,Ormsetfoss,,Ormsetfoss,Norway,Hydro,,50.0,,
