id,CARMA,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
2033,Invergarry,,,Invergarry,United Kingdom,Hydro,,20.0,56.9275172262,-4.45753854531,UK Power Plant.csv
2034,Braes of doune,,,Braes of doune,United Kingdom,Wind,,72.0,56.48803024,-4.08346731082,UK Power Plant.csv
2035,Lochay,,,Lochay,United Kingdom,Hydro,,48.0,55.87638895,-3.7903592,UK Power Plant.csv
2036,Glenmoriston,,,Glenmoriston,United Kingdom,Hydro,,40.0,56.9916056,-4.49172085,UK Power Plant.csv
2037,Nant,,,Nant,United Kingdom,Hydro,,15.0,56.3853556417,-4.46752801065,UK Power Plant.csv
2038,Thatcham,,,Thatcham,United Kingdom,Oil,,9.6,51.427341243,-1.1269896869,UK Power Plant.csv
2039,Burghfield,,,Burghfield,United Kingdom,Natural Gas,,45.0,51.4536361574,-0.982311332634,UK Power Plant.csv
2040,Pitlochry,,,Pitlochry,United Kingdom,Hydro,,15.0,56.7456264466,-3.92418664712,UK Power Plant.csv
2041,Kilmorack,,,Kilmorack,United Kingdom,Hydro,,20.0,57.1253422792,-4.31372922677,UK Power Plant.csv
2042,Tappaghan mountain,,,Tappaghan,United Kingdom,Wind,,29.0,54.620108075,-6.39005095485,UK Power Plant.csv
2043,Striven,,,Striven,United Kingdom,Hydro,,8.0,57.18636945,-3.10234359889,UK Power Plant.csv
2044,Artfield fell,,,Artfield fell,United Kingdom,Wind,,20.0,55.832451355,-4.46221319379,UK Power Plant.csv
2045,Hadyard,,,Hadyard,United Kingdom,Wind,,120.0,56.70972225,-4.9986925,UK Power Plant.csv
2046,Clachan,,,Clachan,United Kingdom,Hydro,,40.0,56.5430556,-4.8486925,UK Power Plant.csv
2047,Slind,,,Slind,Norway,Hydro,,25.0,63.2166667,11.0333333,Norway Power Plants (ENTSOE) .csv
2048,Glorenza,,,Seled glorenza,Italy,Hydro,,101.6,46.68791635,10.5465516,Italy Power Plant.csv
2049,Ojos albos,,,Ojos albos,Spain,Wind,,14.52,40.705962,-4.516333,Spain Power Plants Over 10 MW.csv
2050,Avila,,,Avila,Spain,Wind,,60.06,40.823295,-5.816947,Spain Power Plants Over 10 MW.csv
2051,Villoruebo,,,Villoruebo,Spain,Wind,,17.85,42.168738,-3.441594,Spain Power Plants Over 10 MW.csv
2052,Acebo,,,Acebo,Spain,Wind,,17.82,43.215536,-6.875698,Spain Power Plants Over 10 MW.csv
2053,Lagos,,,Lagos,Spain,Wind,,38.94,43.273073,-6.621524,Spain Power Plants Over 10 MW.csv
2054,Villacastin,,,Villacastin,Spain,Wind,,14.52,40.779598,-4.413574,Spain Power Plants Over 10 MW.csv
2055,Four burrows,,,Four burrows,United Kingdom,Wind,,5.0,50.4300148469,-3.50328117077,UK Power Plant.csv
2056,Forss,,,Forss extension,United Kingdom,Wind,,7.8,57.6894103636,-3.81999489516,UK Power Plant.csv
2057,Duge,,,Duge,Norway,Hydro,,200.0,58.2666667,7.0166667,Norway Power Plants (ENTSOE) .csv
2058,Tonstad,,,Tonstad,Norway,Hydro,,1130.0,58.66263,6.71694,Norway Power Plants (ENTSOE) .csv
2059,Roskrepp,,,Roskrepp,Norway,Hydro,,56.0,58.3166667,6.95,Norway Power Plants (ENTSOE) .csv
2060,Solhom,,,Solhom,Norway,Hydro,,250.0,58.3166667,6.95,Norway Power Plants (ENTSOE) .csv
2061,Kvinen,,,Kvinen,Norway,Hydro,,90.0,58.66263,6.71694,Norway Power Plants (ENTSOE) .csv
2062,Ana sira,,,Ana sira,Norway,Hydro,,183.0,58.3,6.4333333,Norway Power Plants (ENTSOE) .csv
2063,Fjone,,,Fjone,Norway,Hydro,,60.0,59.1666667,8.4666667,Norway Power Plants (ENTSOE) .csv
2064,Hogstad,,,Hogstad,Norway,Hydro,,11.0,59.28843,9.71,Norway Power Plants (ENTSOE) .csv
2065,Vrenjga,,,Vrenga,Norway,Hydro,,16.0,59.85,9.45,Norway Power Plants (ENTSOE) .csv
2066,Arlifoss,,,Arlifoss,Norway,Hydro,,27.0,59.55936,9.25853,Norway Power Plants (ENTSOE) .csv
2067,Kiste,,,Kiste,Norway,Hydro,,7.0,59.28843,9.71,Norway Power Plants (ENTSOE) .csv
2068,Skollenborg,,,Skollenborg,Norway,Hydro,,102.0,59.66858,9.65017,Norway Power Plants (ENTSOE) .csv
2069,Mydalen,,,Mydalen,Norway,Hydro,,8.0,59.600748034,8.65010261536,Norway Power Plants (ENTSOE) .csv
2070,Haukrei,,,Haukrei,Norway,Hydro,,19.0,59.1865,8.0895,Norway Power Plants (ENTSOE) .csv
2071,Abjora,,,Abjora,Norway,Hydro,,103.0,60.9333333,9.4,Norway Power Plants (ENTSOE) .csv
2072,Gronvollfoss,,,Gronvollfoss,Norway,Hydro,,40.0,59.55936,9.25853,Norway Power Plants (ENTSOE) .csv
2073,Selsfors,,,Selsfors,Sweden,Hydro,,61.0,64.2166667,20.3166667,Sweden Power Plant.csv
2074,Batfors,,,Batfors,Sweden,Hydro,,42.0,65.1166667,21.1,Sweden Power Plant.csv
2075,Steinsvik,,,Steinsvik,Norway,Hydro,,10.0,62.14762,6.07408,Norway Power Plants (ENTSOE) .csv
2076,Cernavoda,,,Cernavoda,Romania,Nuclear,,1440.0,44.3222222222,28.0572222222,EU Nuclear Power.csv
2077,Motril,,,Motril,Spain,Natural Gas,,49.185,36.733447,-3.541294,Spain Power Plants Over 10 MW.csv
2078,Mel,,,Mel,Norway,Hydro,,60.0,61.0833333,6.8333333,Norway Power Plants (ENTSOE) .csv
2079,Skogheim,,,Skogheim,Norway,Hydro,,9.0,61.8166667,6.15,Norway Power Plants (ENTSOE) .csv
2080,Sagefossen,,,Sagefossen,Norway,Hydro,,12.0,61.8166667,6.15,Norway Power Plants (ENTSOE) .csv
2081,Bjordalen,,,Bjorndalen,Norway,Hydro,,5.0,62.2029,6.12722,Norway Power Plants (ENTSOE) .csv
2082,Sunndal,,,Sundal,Norway,Hydro,,5.0,62.97397,8.72472,Norway Power Plants (ENTSOE) .csv
2083,Newport solutia,,,Solutia,United Kingdom,Wind,,5.0,51.9402739884,-3.36864008132,UK Power Plant.csv
2084,Kneeshoek,,,Kneeshoek,Netherlands,Wind,,4.8,35.4484924,-29.10286315,Netherlands Power Plant.csv
2085,Mva schwandorf,,,Müllkraftwerk schwandorf,Germany,Waste,,54.0,49.32628715,12.1094965,Germany Power Plants (conventional).csv
2086,Ingolstadt mva,,,Mva ingolstadt,Germany,Waste,,25.5,48.7648416,11.4291864,Germany Power Plants (conventional).csv
2087,Boblingen,,,Restmüllheizkraftwerk böblingen,Germany,Waste,,12.0,48.68415115,9.01400555,Germany Power Plants (conventional).csv
2088,Sils ewz,,,Sils ewz,Switzerland,Hydro,,26.0,,,Switzerland Power Plant.csv
2089,Hugschwendi,,,Hugschwendi,Switzerland,Hydro,,14.0,,,Switzerland Power Plant.csv
2090,Offenbach,,,Offenbach,Germany,Coal,,64.0,50.088766,8.766286,Germany Power Plants (conventional).csv
2091,Engelberg,,,Engelberg,Switzerland,Hydro,,8.5,,,Switzerland Power Plant.csv
2092,Coto codesas,,,Codesas,Spain,Wind,,46.75,,,Spain Power Plants Over 10 MW.csv
2093,Majal alto,,,Majal,Spain,Wind,,77.0,,,Spain Power Plants Over 10 MW.csv
2094,Tjodan,,,Tjodan,Norway,Hydro,,130.0,,,Norway Power Plants (ENTSOE) .csv
2095,Florli,,,Florli,Norway,Hydro,,89.0,,,Norway Power Plants (ENTSOE) .csv
2096,Lomi,,,Lomi,Norway,Hydro,,140.0,,,Norway Power Plants (ENTSOE) .csv
2097,Ogreyfoss,,,Ogreyfoss,Norway,Hydro,,18.0,,,Norway Power Plants (ENTSOE) .csv
2098,Villanueva enerfin,,,Villanueva,Spain,Wind,,86.5,,,Spain Power Plants Over 10 MW.csv
2099,Muhlrading,,,Mühlrading,Austria,Hydro,,25.0,,,Verbund Power Plant.csv
2100,Gamoide,,,Gamoide,Spain,Wind,,32.5,,,Spain Power Plants Over 10 MW.csv
2101,Paul's,,,Paul's,United Kingdom,Wind,,64.0,56.7861112,-4.1140517,UK Power Plant.csv
2102,Caluengo,,,Caluengo,Spain,Wind,,49.5,,,Spain Power Plants Over 10 MW.csv
2103,Turon,,,Turon tj,Belgium,Oil,,20.0,,,Belgium Power Plant.csv
2104,Perul,,,Perul,Spain,Wind,,49.6,,,Spain Power Plants Over 10 MW.csv
2105,Tirmadrid,,,Tirmadrid,Spain,Waste,,29.8,,,Spain Power Plants Over 10 MW.csv
2106,Lomillas penarada,,,Lomilla,Spain,Wind,,143.88,,,Spain Power Plants Over 10 MW.csv
2107,Ovre moksa,,,Moksa,Norway,Hydro,,17.0,,,Norway Power Plants (ENTSOE) .csv
2108,Dos pueblos,,,Dos pueblos,Spain,Wind,,20.0,,,Spain Power Plants Over 10 MW.csv
2109,Tallisca,,,Tallisca,Spain,Wind,,40.0,,,Spain Power Plants Over 10 MW.csv
2110,Enercrisa,,,Enercrisa,Spain,Natural Gas,,20.94,,,Spain Power Plants Over 10 MW.csv
2111,Luzon norte,,,Luzon norte,Spain,Wind,,38.0,,,Spain Power Plants Over 10 MW.csv
2112,Portachuelo,,,Portachuelo,Spain,Wind,,45.05,,,Spain Power Plants Over 10 MW.csv
2113,Valdecanas,,,Valdecanas,Spain,Hydro,,247.17,,,Spain Power Plants Over 10 MW.csv
2114,Muela cubillo,,,Muela cubillo,Spain,Wind,,50.0,,,Spain Power Plants Over 10 MW.csv
2115,Isab energy,,,Isab energy,Italy,Natural Gas,,553.4,37.1544411,15.1877451,Italy Power Plant.csv
2116,Innergsteig,,,Innergsteig,Switzerland,Hydro,,19.6,,,Switzerland Power Plant.csv
2117,Piesteritz,,,Biomasseheizkraftwerk piesteritz,Germany,Waste,,20.0,51.8678903,12.5969035,Germany Power Plants (conventional).csv
2118,Skeen,,,Skeen,Sweden,Hydro,,4.6,,,Sweden Power Plant.csv
2119,Hogga,,,Hogga,Norway,Hydro,,20.0,,,Norway Power Plants (ENTSOE) .csv
2120,Ovre rossaga,,,Ovre rossaga,Norway,Hydro,,188.0,,,Norway Power Plants (ENTSOE) .csv
2121,Puerto escandon,,,Puerto escandon,Spain,Wind,,26.0,,,Spain Power Plants Over 10 MW.csv
2122,Sagfossen ns,,,Sagfossen,Norway,Hydro,,14.0,,,Norway Power Plants (ENTSOE) .csv
2123,Rekvatn,,,Rekvatn,Norway,Hydro,,27.0,,,Norway Power Plants (ENTSOE) .csv
2124,Siso,,,Siso,Norway,Hydro,,229.0,,,Norway Power Plants (ENTSOE) .csv
2125,Ormsetfoss,,,Ormsetfoss,Norway,Hydro,,50.0,,,Norway Power Plants (ENTSOE) .csv
2126,Tunnsjodal,,,Tunnsjodal,Norway,Hydro,,203.0,,,Norway Power Plants (ENTSOE) .csv
2127,Herva,,,Herva,Norway,Hydro,,45.0,,,Norway Power Plants (ENTSOE) .csv
2128,Byrte,,,Byrte,Norway,Hydro,,25.0,,,Norway Power Plants (ENTSOE) .csv
2129,Mossford,,,Mossford,United Kingdom,Hydro,,24.0,56.7861112,-4.1140517,UK Power Plant.csv
2130,Errochty,,,Errochty,United Kingdom,Hydro,,75.0,56.7861112,-4.1140517,UK Power Plant.csv
2131,Txutxu,,,Txutxu,Spain,Wind,,17.4,,,Spain Power Plants Over 10 MW.csv
2132,Refoyas,,,Refoyas,Spain,Wind,,49.5,,,Spain Power Plants Over 10 MW.csv
2133,Boira,,,Boira,Spain,Wind,,34.5,,,Spain Power Plants Over 10 MW.csv
2134,Gavilanes,,,Gavilanes rd,Spain,Wind,,22.5,,,Spain Power Plants Over 10 MW.csv
2135,Strath of brydock,,,Strath of brydock,United Kingdom,Wind,,7.0,56.7861112,-4.1140517,UK Power Plant.csv
2136,Gralla,,,Gralla,Austria,Hydro,,15.0,,,Verbund Power Plant.csv
2137,Alzwerke,,,Alzwerke gmbh,Germany,Hydro,,45.0,48.1689863,12.8304816,Germany Power Plants (conventional).csv
2138,Klingerforsen,,,Klingerforsen,Sweden,Hydro,,6.4,,,Sweden Power Plant.csv
2139,Olden korsselbranna,,,Olden,Sweden,Hydro,,130.0,,,Sweden Power Plant.csv
2140,Forsa norsk,,,Forsa,Norway,Hydro,,14.0,,,Norway Power Plants (ENTSOE) .csv
2141,Daja,,,Daja,Norway,Hydro,,31.0,,,Norway Power Plants (ENTSOE) .csv
2142,Svean,,,Svean,Norway,Hydro,,42.0,,,Norway Power Plants (ENTSOE) .csv
2143,Cabimonteros,,,Cabimonteros,Spain,Wind,,49.5,,,Spain Power Plants Over 10 MW.csv
2144,Villamiel,,,Villamiel,Spain,Wind,,17.85,,,Spain Power Plants Over 10 MW.csv
2145,Sundsbarm,,,Sundsbarm,Norway,Hydro,,118.0,,,Norway Power Plants (ENTSOE) .csv
2146,Aroy,,,Aroy,Norway,Hydro,,108.0,,,Norway Power Plants (ENTSOE) .csv
2147,Sotavento,,,Sotavento,Spain,Wind,,17.56,,,Spain Power Plants Over 10 MW.csv
2148,Amdal,,,Amdal,Norway,Hydro,,23.0,,,Norway Power Plants (ENTSOE) .csv
2149,Batsvann,,,Batsvann,Norway,Hydro,,38.0,,,Norway Power Plants (ENTSOE) .csv
2150,Dabbsjo,,,Dabbsjo,Sweden,Hydro,,26.0,,,Sweden Power Plant.csv
2151,Traryd,,,Tratyd,Sweden,Hydro,,14.4,,,Sweden Power Plant.csv
2152,Majenfors nya,,,Majenfors nya,Sweden,Hydro,,10.9,,,Sweden Power Plant.csv
2153,Knareds ovre,,,Knared ovre,Sweden,Hydro,,7.5,,,Sweden Power Plant.csv
2154,Knareds nedre,,,Knared nedre,Sweden,Hydro,,6.6,,,Sweden Power Plant.csv
2155,Lokaunet,,,Lokaunet,Norway,Hydro,,12.0,,,Norway Power Plants (ENTSOE) .csv
2156,Nedalsfoss,,,Nedalsfoss,Norway,Hydro,,28.0,,,Norway Power Plants (ENTSOE) .csv
2157,Vessingfoss,,,Vessingfoss,Norway,Hydro,,45.0,,,Norway Power Plants (ENTSOE) .csv
2158,Hegsetfoss,,,Hegsetfoss,Norway,Hydro,,40.0,,,Norway Power Plants (ENTSOE) .csv
2159,Lissett airfield,,,Lissett,United Kingdom,Wind,,30.0,53.93092085,-1.1668220316,UK Power Plant.csv
2160,Guolas,,,Guolas,Norway,Hydro,,90.0,,,Norway Power Plants (ENTSOE) .csv
2161,Bodendorf paalbach,,,Bodensdorf paal,Austria,Hydro,,27.26,,,Verbund Power Plant.csv
2162,Osen agder,,,Osen,Norway,Hydro,,5.0,,,Norway Power Plants (ENTSOE) .csv
2163,Skjerka nye,,,Skjerka,Norway,Hydro,,120.0,,,Norway Power Plants (ENTSOE) .csv
2164,Barasona,,,Barasona s.jose,Spain,Hydro,,22.1,,,Spain Power Plants Over 10 MW.csv
2165,Bingfoss,,,Bingsfoss,Norway,Hydro,,36.0,,,Norway Power Plants (ENTSOE) .csv
2166,Aurland,,,Aurland,Norway,Hydro,,1398.0,,,Norway Power Plants (ENTSOE) .csv
2167,Chambon,,,Chambon,Spain,Wind,,33.15,,,Spain Power Plants Over 10 MW.csv
2168,Bonnington,,,Bonnington,United Kingdom,Hydro,,11.0,56.7861112,-4.1140517,UK Power Plant.csv
2169,Pata mulo,,,Pata mulo,Spain,Natural Gas,,18.0,,,Spain Power Plants Over 10 MW.csv
2170,Kobbelv,,,Kobbelv,Norway,Hydro,,352.0,,,Norway Power Plants (ENTSOE) .csv
2171,Grasjo,,,Grasjo,Norway,Hydro,,18.0,,,Norway Power Plants (ENTSOE) .csv
2172,Palsbu,,,Palsbu,Norway,Hydro,,7.0,,,Norway Power Plants (ENTSOE) .csv
2173,Audorf,,,Audorf,Germany,Oil,,87.0,54.2869778,9.6957443,Germany Power Plants (conventional).csv
2174,Kachlet,,,Kachlet,Germany,Hydro,,53.7,48.5740136,13.4606445,Germany Power Plants (conventional).csv
2175,Eitting,,,Eitting,Germany,Hydro,,40.0,48.358828,11.8908175,Germany Power Plants (conventional).csv
2176,Era pico,,,Era pico,Spain,Wind,,11.9,,,Spain Power Plants Over 10 MW.csv
2177,Monseivane,,,P.e monseivane,Spain,Wind,,41.4,,,Spain Power Plants Over 10 MW.csv
2178,Eidefossen,,,Eidefossen,Norway,Hydro,,14.0,,,Norway Power Plants (ENTSOE) .csv
2179,Ovre tessa,,,Ovre tessa,Norway,Hydro,,20.0,,,Norway Power Plants (ENTSOE) .csv
2180,Fonsagrada punago,,,Fonsagrada,Spain,Wind,,75.9,,,Spain Power Plants Over 10 MW.csv
2181,Tajo encantada,,,Tajo encantada,Spain,Hydro,,376.88,,,Spain Power Plants Over 10 MW.csv
2182,Pintado,,,Pintado,Spain,Hydro,,34.8,,,Spain Power Plants Over 10 MW.csv
2183,Brattingfoss,,,Brattingfoss,Norway,Hydro,,14.0,,,Norway Power Plants (ENTSOE) .csv
2184,Royrvikfoss,,,Royrvikfoss,Norway,Hydro,,18.0,,,Norway Power Plants (ENTSOE) .csv
2185,Steinitz field,,,Steinitz,Germany,Natural Gas,,11.4,52.8255264,11.1148286,Germany Power Plants (conventional).csv
2186,Pena luisa,,,Luisa,Spain,Wind,,48.18,,,Spain Power Plants Over 10 MW.csv
2187,Gruig,,,Gruig,United Kingdom,Wind,,25.0,54.65688285,-6.5634352097,UK Power Plant.csv
2188,Knapton,,,Knapton,United Kingdom,Natural Gas,,42.0,53.93092085,-1.1668220316,UK Power Plant.csv
2189,Tir mostyn,,,Tir mostyn & foel goch,United Kingdom,Wind,,21.25,52.2928116,-3.7389299,UK Power Plant.csv
2190,Quoich,,,Quoich,United Kingdom,Hydro,,23.1,56.7861112,-4.1140517,UK Power Plant.csv
2191,Ylja,,,Ylja,Norway,Hydro,,66.0,,,Norway Power Plants (ENTSOE) .csv
2192,Grudie bridge,,,Grudie bridge,United Kingdom,Hydro,,24.0,56.7861112,-4.1140517,UK Power Plant.csv
2193,Duena,,,Duena,Spain,Wind,,31.45,,,Spain Power Plants Over 10 MW.csv
2194,Coruna,,,Complejo industrial coruna,Spain,Natural Gas,,94.16,,,Spain Power Plants Over 10 MW.csv
2195,Rudersdorf,,,Ikw rüdersdorf,Germany,Waste,,35.5,52.471293,13.784527,Germany Power Plants (conventional).csv
2196,Goia penote,,,Goia penote,Spain,Wind,,40.0,,,Spain Power Plants Over 10 MW.csv
2197,Orrin,,,Orrin,United Kingdom,Hydro,,18.0,56.7861112,-4.1140517,UK Power Plant.csv
2198,Tortosa made,,,Tortosa,Spain,Wind,,30.36,,,Spain Power Plants Over 10 MW.csv
2199,Cristo bailones,,,Cristo bailones,Spain,Wind,,42.0,,,Spain Power Plants Over 10 MW.csv
2200,Faladoira pena lobo,,,Penaflor,Spain,Wind,,97.98,,,Spain Power Plants Over 10 MW.csv
2201,Tranco beas,,,Tranco beas,Spain,Hydro,,39.8,,,Spain Power Plants Over 10 MW.csv
2202,Arroibar,,,Ch arroibar,Spain,Hydro,,14.755,,,Spain Power Plants Over 10 MW.csv
2203,Coriscada,,,Coriscada,Spain,Wind,,24.0,,,Spain Power Plants Over 10 MW.csv
2204,Randi,,,Randi,Sweden,Hydro,,90.0,,,Sweden Power Plant.csv
2205,Fionnay dixence,,,Fionnay dixence,Switzerland,Hydro,,321.0,46.2535351,7.3477598,Switzerland Power Plant.csv
2206,High volts,,,High volts,United Kingdom,Wind,,9.0,50.5949824,-1.9518955,UK Power Plant.csv
2207,Gausbu,,,Gausbu,Norway,Hydro,,9.0,,,Norway Power Plants (ENTSOE) .csv
2208,Dolgarrog high,,,Dolgarrog high head,United Kingdom,Hydro,,18.4,52.2928116,-3.7389299,UK Power Plant.csv
2209,Lanternoso guijosa,,,Lanternoso,Spain,Wind,,24.0,,,Spain Power Plants Over 10 MW.csv
2210,Causeymire,,,Causeymire,United Kingdom,Wind,,48.3,56.7861112,-4.1140517,UK Power Plant.csv
2211,Leirfossene,,,Leirfossene,Norway,Hydro,,53.0,,,Norway Power Plants (ENTSOE) .csv
2212,Tysso,,,Tysso,Norway,Hydro,,258.0,,,Norway Power Plants (ENTSOE) .csv
2213,Furset,,,Furset,Norway,Hydro,,5.0,,,Norway Power Plants (ENTSOE) .csv
2214,Sage luster,,,Sage,Norway,Hydro,,9.0,,,Norway Power Plants (ENTSOE) .csv
2215,Riksheimdal,,,Riksheimdal,Norway,Hydro,,4.6,,,Norway Power Plants (ENTSOE) .csv
2216,Hagen kabel,,,Hagen kabel,Germany,Natural Gas,,230.0,51.357862,7.4727227,Germany Power Plants (conventional).csv
2217,Dettingen canal,,,Dettingen,Germany,Hydro,,11.0,48.2632705,9.7219415,Germany Power Plants (conventional).csv
2218,Madrid tolsa,,,Tolsa,Spain,Natural Gas,,12.5,,,Spain Power Plants Over 10 MW.csv
2219,Molon,,,Monte molon,Spain,Wind,,29.75,,,Spain Power Plants Over 10 MW.csv
2220,Hanefoss,,,Hanefoss,Norway,Hydro,,42.0,,,Norway Power Plants (ENTSOE) .csv
2221,Tunnsjofoss,,,Tunnsjofoss,Norway,Hydro,,9.0,,,Norway Power Plants (ENTSOE) .csv
2222,Celaya,,,Celaya,Spain,Wind,,28.8,,,Spain Power Plants Over 10 MW.csv
2223,Jaap rodenburg,,,Jaap rodenburg,Netherlands,Wind,,16.5,52.4417588,5.2093149149,Netherlands Power Plant.csv
2224,Bleiloch,,,Bleiloch,Germany,Hydro,,80.0,50.5774374,11.80891,Germany Power Plants (conventional).csv
2225,Estany gento sallente,,,Estany gento sallente,Spain,Hydro,,451.0,,,Spain Power Plants Over 10 MW.csv
2226,Dolgarrog low,,,Dolgarrog low head,United Kingdom,Hydro,,15.0,52.2928116,-3.7389299,UK Power Plant.csv
2227,Asmulfoss,,,Asmulfoss,Norway,Hydro,,14.0,,,Norway Power Plants (ENTSOE) .csv
2228,Follafoss,,,Follafoss,Norway,Hydro,,49.0,,,Norway Power Plants (ENTSOE) .csv
2229,Linthal limmern,,,Linthal limmern,Switzerland,Hydro,,34.4,47.1682719,7.2556047,Switzerland Power Plant.csv
2230,Salto cofrentes,,,Cofrentes,Spain,Hydro,,124.2,,,Spain Power Plants Over 10 MW.csv
2231,Stuvane,,,Stuvane,Norway,Hydro,,42.0,,,Norway Power Plants (ENTSOE) .csv
2232,Restano,,,Restano,Spain,Hydro,,14.4,,,Spain Power Plants Over 10 MW.csv
2233,Funnefoss,,,Funnefoss,Norway,Hydro,,44.0,,,Norway Power Plants (ENTSOE) .csv
2234,Ixelles,,,Ixelles tj,Belgium,Oil,,20.0,,,Belgium Power Plant.csv
2235,Veytaux hongrin,,,Veytaux,Switzerland,Hydro,,255.0,46.4507812,9.9412539,Switzerland Power Plant.csv
2236,Bagmoor,,,Bagmoor,United Kingdom,Wind,,16.0,52.79657515,-0.6718222068,UK Power Plant.csv
2237,Solk,,,Sölk,Austria,Hydro,,61.0,,,Verbund Power Plant.csv
2238,Wyhlen,,,Wyhlen,Germany,Hydro,,44.593,47.5540691,7.6768708718,Germany Power Plants (conventional).csv
2239,Acampo armijo,,,Acampo armijo,Spain,Wind,,18.0,,,Spain Power Plants Over 10 MW.csv
2240,Bitterfeld,,,Gud bitterfeld,Germany,Natural Gas,,114.0,51.6239124,12.3301466,Germany Power Plants (conventional).csv
2241,Fjaremsfossen,,,Fjaremsfossen,Norway,Hydro,,23.0,,,Norway Power Plants (ENTSOE) .csv
2242,Mageli,,,Mageli,Norway,Hydro,,43.0,,,Norway Power Plants (ENTSOE) .csv
2243,Rejsby hede,,,Rejsby hede,Denmark,Wind,,24.0,,,Denmark Power Plant.csv
2244,Sierro,,,Sillero,Spain,Wind,,31.68,,,Spain Power Plants Over 10 MW.csv
2245,Valdeperondo,,,Valdeperondo,Spain,Wind,,46.0,,,Spain Power Plants Over 10 MW.csv
2246,Leinafoss,,,Leinafoss,Norway,Hydro,,5.0,,,Norway Power Plants (ENTSOE) .csv
2247,Whitelee,,,Whitelee,United Kingdom,Wind,,539.0,56.7861112,-4.1140517,UK Power Plant.csv
2248,Galleto,,,Galleto,Italy,Hydro,,166.0,42.5641417,12.6405466,Italy Power Plant.csv
2249,Jedula,,,Azucarera jedula,Spain,Natural Gas,,14.625,,,Spain Power Plants Over 10 MW.csv
2250,Schwarzhausern,,,Schwarzhäusern,Switzerland,Hydro,,8.2,,,Switzerland Power Plant.csv
2251,Itoiz,,,Central pie presa itoiz,Spain,Hydro,,28.6,,,Spain Power Plants Over 10 MW.csv
2252,Midtre tessa,,,Midtre tessa,Norway,Hydro,,9.0,,,Norway Power Plants (ENTSOE) .csv
2253,Nedre tessa,,,Nedre tessa,Norway,Hydro,,25.0,,,Norway Power Plants (ENTSOE) .csv
2254,Roppa,,,Roppa,Norway,Hydro,,6.0,,,Norway Power Plants (ENTSOE) .csv
2255,Luichart,,,Luichart,United Kingdom,Hydro,,34.0,56.7861112,-4.1140517,UK Power Plant.csv
2256,Porma,,,Porma,Spain,Hydro,,17.474,,,Spain Power Plants Over 10 MW.csv
2257,Oljusjoen,,,Oljusjoen,Norway,Hydro,,56.0,,,Norway Power Plants (ENTSOE) .csv
2258,Trysglwyn,,,Trysglwyn,United Kingdom,Wind,,6.0,52.2928116,-3.7389299,UK Power Plant.csv
2259,Alhambra cesa,,,Alhambra,Spain,Wind,,34.0,,,Spain Power Plants Over 10 MW.csv
2260,Carrascal,,,Carrascal,Spain,Wind,,148.0,,,Spain Power Plants Over 10 MW.csv
2261,Hjartdola,,,Hjartdola,Norway,Hydro,,150.0,,,Norway Power Plants (ENTSOE) .csv
2262,Florsheim wicker,,,Bmkw flörsheim wicker,Germany,Waste,,14.2,50.0288637,8.4061469,Germany Power Plants (conventional).csv
2263,Bjorgum,,,Bjorgum,Norway,Hydro,,6.0,,,Norway Power Plants (ENTSOE) .csv
2264,Ceannacroc,,,Ceannacroc,United Kingdom,Hydro,,24.0,56.7861112,-4.1140517,UK Power Plant.csv
2265,Aiguamoix,,,Aiguamoix,Spain,Hydro,,32.0,,,Spain Power Plants Over 10 MW.csv
2266,Dun law,,,Dun law,United Kingdom,Wind,,47.0,56.7861112,-4.1140517,UK Power Plant.csv
2267,Puente montanana,,,Puente montanana,Spain,Hydro,,44.8,,,Spain Power Plants Over 10 MW.csv
2268,Careon,,,Careon,Spain,Wind,,18.0,,,Spain Power Plants Over 10 MW.csv
2269,Bowbeat,,,Bowbeat emly bank,United Kingdom,Wind,,31.2,56.7861112,-4.1140517,UK Power Plant.csv
2270,Altstafel,,,Altstafel,Switzerland,Hydro,,9.67,,,Switzerland Power Plant.csv
2271,Mynydd gorddu,,,Mynydd gorddu,United Kingdom,Wind,,10.2,52.2928116,-3.7389299,UK Power Plant.csv
2272,Ffynnon oer,,,Ffynnon oer,United Kingdom,Wind,,32.0,52.2928116,-3.7389299,UK Power Plant.csv
2273,Bears down,,,Bears down,United Kingdom,Wind,,10.0,50.5947727,-1.9521986,UK Power Plant.csv
2274,Uzkita,,,Uzkita,Spain,Wind,,24.65,,,Spain Power Plants Over 10 MW.csv
2275,Sombrio,,,Sombrio,Spain,Wind,,28.0,,,Spain Power Plants Over 10 MW.csv
2276,Reppa,,,Reppa,Norway,Hydro,,12.0,,,Norway Power Plants (ENTSOE) .csv
2277,Robin rigg,,,Robin rigg east,United Kingdom,Wind,,180.0,56.7861112,-4.1140517,UK Power Plant.csv
2278,Holmside hall,,,Holmside,United Kingdom,Wind,,6.0,50.5949824,-1.9518955,UK Power Plant.csv
2279,Kalvedalen,,,Kalvedalen,Norway,Hydro,,22.0,,,Norway Power Plants (ENTSOE) .csv
2280,Landau ostbayer,,,Landau,Germany,Hydro,,13.5,48.675445,12.6677046781,Germany Power Plants (conventional).csv
2281,Scharding neuhaus,,,Schärding neuhaus,Austria,Hydro,,100.0,,,Verbund Power Plant.csv
