id,CARMA,ENTSOE,GEO,OPSD,Fueltype,Technology,Country,Set,Capacity,YearCommissioned,lat,lon,File,projectID
1185,Vrhovo,,Vrhovo,,Hydro,Run-Of-River,Slovenia,PP,34.5,,46.0443,15.2239,,"{u'GEO': u'G1150', u'CARMA': u'[48595]'}"
1186,Vuhred,,Vuhred poqwer,,Hydro,Reservoir,Slovenia,PP,72.3,,46.5876,15.2755,,"{u'GEO': u'G1140', u'CARMA': u'[48616]'}"
1187,Vuzenica,,Vuzenica poqwer,,Hydro,Run-Of-River,Slovenia,PP,78.0,,46.5933,15.1523,,"{u'GEO': u'G1139', u'CARMA': u'[48630]'}"
1188,West offaly,,West offaly,,Waste,Steam Turbine,Ireland,PP,150.0,,53.2735,-8.0403,,"{u'GEO': u'G106', u'CARMA': u'[49367]'}"
1189,Wloclawek,,Wloclawek,,Hydro,Reservoir,Poland,PP,160.2,,52.6564,19.1339,,"{u'GEO': u'G1006', u'CARMA': u'[49991]'}"
1190,Zakucac,,Zakucac,,Hydro,Reservoir,Croatia,PP,522.0,,43.4581,16.7027,,"{u'GEO': u'G805', u'CARMA': u'[50852]'}"
1191,Zur,,Zur,,Hydro,Reservoir,Poland,PP,8.0,,53.5613,18.354,,"{u'GEO': u'G1007', u'CARMA': u'[51100]'}"
1192,Abjora,Abjora,,,Hydro,Reservoir,Norway,PP,103.0,,60.9333333,9.4,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000855F]', u'CARMA': u'[135]'}"
1193,Acceglio,Acceglio,,,Hydro,Run-Of-River,Italy,PP,19.0,,44.474627,6.990918,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S01ACCGE]', u'CARMA': u'[182]'}"
1194,Acquoria giovanni,Acquoria,,,Hydro,Run-Of-River,Italy,PP,48.9,,41.960922,12.798884,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S12ACQRB]', u'CARMA': u'[228]'}"
1195,Adamselv,Adamselv,,,Hydro,Reservoir,Norway,PP,60.0,,70.3833333,26.6333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000002V]', u'CARMA': u'[247]'}"
1196,Adria,Adria,,,Natural Gas,,Italy,PP,15.0,,45.0563889,12.0577778,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S05CPRT5]', u'CARMA': u'[52201]'}"
1197,Viddalba,Aggius bortigiadas viddalba,,,Wind,,Italy,PP,57.0,,40.916968,8.894517,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S20IVVP0, 26WIMPI-V20IVVPD]', u'CARMA': u'[394, 48115]'}"
1198,Agordo,Agordo,,,Hydro,Run-Of-River,Italy,PP,24.0,,46.2855556,12.0375,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S05AGRD9]', u'CARMA': u'[65891]'}"
1199,Agri,Agri,,,Hydro,Reservoir,Italy,PP,39.0,,40.289012,16.139079,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S17AGRIH]', u'CARMA': u'[414]'}"
1200,Ala,Ala,,,Hydro,Run-Of-River,Italy,PP,38.0,,45.758995,11.000182,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S04ALAAF]', u'CARMA': u'[766]'}"
1201,Alanno,Alanno,,,Hydro,Run-Of-River,Italy,PP,22.0,,42.295438,13.971105,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S13ALNNN]', u'CARMA': u'[61953]'}"
1202,Albano,Albano,,,Hydro,Run-Of-River,Italy,PP,15.0,,46.131588,9.280837,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S03ALBAI]', u'CARMA': u'[812]'}"
1203,Alia sclafani bagni,Alia sclafani,,,Wind,,Italy,PP,32.81,,37.821749,13.854759,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S19ASLCO]', u'CARMA': u'[962, 40263]'}"
1204,Alta nurra,Nuova alta nurra,,,Wind,,Italy,PP,12.25,,40.7272222,8.5602778,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S20ALTNG]', u'CARMA': u'[1120]'}"
1205,Amdal,Amdal,,,Hydro,Reservoir,Norway,PP,23.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000008597]', u'CARMA': u'[1332]'}"
1206,Amela,Amela,,,Hydro,Reservoir,Norway,PP,40.0,,62.0752778,5.9175,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000860M]', u'CARMA': u'[1334]'}"
1207,Amli gjov,Amli,,,Hydro,Reservoir,Norway,PP,28.0,,58.45,8.3333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000861K]', u'CARMA': u'[1370]'}"
1208,Ana sira,Ana sira,,,Hydro,Reservoir,Norway,PP,182.9,,58.3,6.4333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000863G]', u'CARMA': u'[1432]'}"
1209,Andonno,Andonno c.,,,Hydro,Run-Of-River,Italy,PP,65.0,,44.314628,7.482432,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S01ACNDO]', u'CARMA': u'[1509]'}"
1210,Andretta bisaccia,Bisaccia,,,Wind,,Italy,PP,77.2,,40.937419,15.324853,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S15B2SCF, 26WIMPI-S15IBVPK]', u'CARMA': u'[1516, 65831]'}"
1211,Ardenno,Ardenno,,,Hydro,Run-Of-River,Italy,PP,56.7,,46.164292,9.644944,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMYI-S03ARDNB]', u'CARMA': u'[1949]'}"
1212,Arlifoss,Arlifoss,,,Hydro,Reservoir,Norway,PP,27.0,,59.55936,9.25853,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000865C]', u'CARMA': u'[2054]'}"
1213,Aroy,Aroy,,,Hydro,Reservoir,Norway,PP,107.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000008678]', u'CARMA': u'[2103]'}"
1214,Arsie,Arsie',,,Hydro,Run-Of-River,Italy,PP,34.0,,45.983007,11.758295,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S05ARSIQ]', u'CARMA': u'[2139]'}"
1215,Ascoli porta romana,Ascoli porta romana,,,Hydro,Run-Of-River,Italy,PP,16.0,,42.8548263636,13.5748958588,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S11PRRTN]', u'CARMA': u'[2253]'}"
1216,Ascoli satriano,"Ascoli satriano località lagnano, pozzo zingaro",,,Wind,,Italy,PP,61.8,,41.206127,15.561455,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-0424161U]', u'CARMA': u'[60811]'}"
1217,Asebotn,Asebotn,,,Hydro,Reservoir,Norway,PP,17.0,,60.1,6.6333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000008694]', u'CARMA': u'[2258]'}"
1218,Askerudfoss,Askerudfoss,,,Hydro,Reservoir,Norway,PP,15.96,,60.1166667,10.2666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000014O]', u'CARMA': u'[2329]'}"
1219,Asmulfoss,Asmulfoss,,,Hydro,Reservoir,Norway,PP,13.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000008759]', u'CARMA': u'[2334]'}"
1220,Augusta,Augusta c.le,,,Oil,,Italy,PP,144.0,,37.208333,15.177778,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S19ACGSY]', u'CARMA': u'[2532]'}"
1221,Aunfoss,Aunfoss,,,Hydro,Reservoir,Norway,PP,36.0,,64.6166667,12.5666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000016K]', u'CARMA': u'[2554]'}"
1222,Aura,Aura,,,Hydro,Reservoir,Norway,PP,352.1,,62.67545,8.55153,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000017I]', u'CARMA': u'[2558]'}"
1223,Aurland,Aurland,,,Hydro,"Pumped Storage, Reservoir",Norway,PP,1398.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000020T, 50WP00000000024L, 50WP00000000023N, 50WP00000000022P, 50WP00000000025J]', u'CARMA': u'[2568, 2567, 2569]'}"
1224,Avella,Avella,,,Hydro,Reservoir,Norway,PP,5.2,,60.84001,10.0618,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000026H]', u'CARMA': u'[66243]'}"
1225,Aventino,Aventino,,,Hydro,Run-Of-River,Italy,PP,8.2,,42.004033,14.156813,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S13A1VN5]', u'CARMA': u'[57797]'}"
1226,Avigliano,Aviglaino,,,Wind,,Italy,PP,13.2,,40.7329133383,15.7200354338,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S17IAVPC]', u'CARMA': u'[2637]'}"
1227,Avise,Avise,,,Hydro,Run-Of-River,Italy,PP,146.7,,45.708858,7.139898,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S02AVSIS]', u'CARMA': u'[2644]'}"
1228,Bagn,Bagn,,,Hydro,Reservoir,Norway,PP,84.6,,60.82249,9.55207,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000027F]', u'CARMA': u'[2851]'}"
1229,Balsorano,Balsorano,,,Hydro,Run-Of-River,Italy,PP,15.8,,41.809824,13.559802,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S13BLSRW]', u'CARMA': u'[65528]'}"
1230,Barca,Barca cle,,,Hydro,Run-Of-River,Italy,PP,9.48,,40.2333333,15.2333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S19BCRCS]', u'CARMA': u'[3298]'}"
1231,Barcis,Barcis,,,Hydro,Run-Of-River,Italy,PP,25.0,,46.1597222,12.6594444,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S06BRCS6]', u'CARMA': u'[3314]'}"
1232,Bardonecchia,Bardonecchia,,,Hydro,Reservoir,Italy,PP,23.0,,45.078338,6.703201,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S01BRDN6]', u'CARMA': u'[3320]'}"
1233,Bardonetto,Bardonetto,,,Hydro,Run-Of-River,Italy,PP,18.0,,45.422855,7.596213,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S01BRDTV]', u'CARMA': u'[3321]'}"
1234,Bargi psp,Bargi,,,Hydro,Pumped Storage,Italy,PP,330.0,,44.170457,11.088812,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S08BCRGX]', u'CARMA': u'[3332]'}"
1235,Barletta,Barletta mw,,,Wind,,Italy,PP,10.0,,41.084328,16.078368,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S16BMRLP]', u'CARMA': u'[65003]'}"
1236,Baschi,Baschi,,,Hydro,Reservoir,Italy,PP,106.2,,42.672832,12.21796,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPITEVERE-1I]', u'CARMA': u'[3462]'}"
1237,Bastusel,Bastusel,,,Hydro,Reservoir,Sweden,PP,114.0,,65.35,18.6166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[46WPU0000000038K]', u'CARMA': u'[3521]'}"
1238,Batsvann,Batsvann,,,Hydro,Reservoir,Norway,PP,38.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000096X]', u'CARMA': u'[3568]'}"
1239,Battigio,Battiggio,,,Hydro,Run-Of-River,Italy,PP,22.5,,45.983974,8.146114,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S01BTTG1]', u'CARMA': u'[3580]'}"
1240,Bergeforsen,Bergeforsen,,,Hydro,Reservoir,Sweden,PP,160.0,,62.5333333,17.3833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[46WPU0000000051S]', u'CARMA': u'[4114]'}"
1241,Bergerfoss,Bergerfoss,,,Hydro,Reservoir,Norway,PP,3.3,,60.24143,10.38503,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000398]', u'CARMA': u'[4126]'}"
1242,Bergsbotn,Bergsbotn,,,Hydro,Run-Of-River,Norway,PP,10.0,,69.4333333,17.4666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000040N]', u'CARMA': u'[4138]'}"
1243,Berlifoss,Berlifoss,,,Hydro,Reservoir,Norway,PP,12.5,,59.1666667,8.5,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000042J]', u'CARMA': u'[4159]'}"
1244,Bessakerfjellet,Bessakerfjellet,,,Wind,,Norway,PP,57.5,,63.35,9.2666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000044F]', u'CARMA': u'[4243]'}"
1245,Bialystok,Ec białystok,,,Hard Coal,,Poland,PP,156.6,,53.148418,23.17008,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[19W000000000033F]', u'CARMA': u'[4481]'}"
1246,Bingfoss,Bingsfoss,,,Hydro,Run-Of-River,Norway,PP,36.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000045D]', u'CARMA': u'[4651]'}"
1247,Bjelland,Bjelland,,,Hydro,Reservoir,Norway,PP,70.0,,58.3833333,7.5166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000479]', u'CARMA': u'[4798]'}"
1248,Bjerka,Bjerka,,,Hydro,Reservoir,Norway,PP,29.1,,66.15,13.8833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000487]', u'CARMA': u'[4799]'}"
1249,Bjolvo,Bjolvo,,,Hydro,Reservoir,Norway,PP,153.2,,60.39299,5.32415,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000052G]', u'CARMA': u'[4803, 4804]'}"
1250,Bjordalen,Bjorndalen,,,Hydro,Reservoir,Norway,PP,5.0,,62.2029,6.12722,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000576]', u'CARMA': u'[4805]'}"
1251,Bjorgum,Bjorgum,,,Hydro,Run-Of-River,Norway,PP,5.687,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP00000000055A]', u'CARMA': u'[4806]'}"
1252,Bjorkasen,Bjorkasen,,,Hydro,Reservoir,Norway,PP,4.6,,68.3166667,16.7833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000568]', u'CARMA': u'[4807]'}"
1253,Bjorndalselva,Bjorndalselva,,,Hydro,Reservoir,Norway,PP,5.7,,61.5166667,6.25,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000584]', u'CARMA': u'[58806]'}"
1254,Blachownia,Blachownia,,,Hard Coal,,Poland,PP,171.0,,50.780149,18.96389,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[19W000000000034D]', u'CARMA': u'[4825]'}"
1255,Boffalora magenta,Boffalora,,,Natural Gas,,Italy,PP,101.0,,45.465833,8.846389,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S03SBNFX]', u'CARMA': u'[26581, 26580]'}"
1256,Boffetto,Boffetto,,,Hydro,Run-Of-River,Italy,PP,10.4,,46.159595,9.934951,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S03BFFTO]', u'CARMA': u'[65576]'}"
1257,Bogna,Bogna,,,Hydro,Reservoir,Norway,PP,60.0,,64.3833333,11.4,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000665]', u'CARMA': u'[5103]'}"
1258,Bolarque,Bolarque,,,Hydro,"Pumped Storage, Reservoir",Spain,PP,423.0,,40.419023,-2.922556,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[18WUFBG-12345-0E, 18WUFBB-12345-0R]', u'CARMA': u'[5153]'}"
1259,Bolognano,Bolognano,,,Hydro,Run-Of-River,Italy,PP,30.6,,42.218136,13.960105,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S13BLGN2]', u'CARMA': u'[61954]'}"
1260,Bordogna,Bordogna,,,Hydro,Run-Of-River,Italy,PP,70.68,,45.951788,9.700749,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S03BRDG8]', u'CARMA': u'[5285]'}"
1261,Bratsberg,Bratsberg,,,Hydro,Reservoir,Norway,PP,140.0,,63.35,10.5,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000754]', u'CARMA': u'[5635]'}"
1262,Brattingfoss,Brattingfoss,,,Hydro,Reservoir,Norway,PP,14.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000762]', u'CARMA': u'[5640]'}"
1263,Brattset,Brattset,,,Hydro,Reservoir,Norway,PP,92.0,,62.8,9.9833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000770]', u'CARMA': u'[5645]'}"
1264,Braulio,Braulio,,,Hydro,Run-Of-River,Italy,PP,18.4,,46.468407,10.372055,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S03ABMRS]', u'CARMA': u'[5646]'}"
1265,Bressanone,Bressanone,,,Hydro,Run-Of-River,Italy,PP,89.0,,46.7150325123,11.6559791565,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S04BRSS7]', u'CARMA': u'[65821]'}"
1266,Brokke,Brokke,,,Hydro,Reservoir,Norway,PP,443.3,,58.65,8.9666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000827]', u'CARMA': u'[5880]'}"
1267,Brossaco,Brossasco,,,Hydro,Run-Of-River,Italy,PP,36.2,,44.568632,7.361724,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S01BRSSP]', u'CARMA': u'[65685]'}"
1268,Brulandsfossen,Brulandsfoss,,,Hydro,Reservoir,Norway,PP,15.2,,61.45217,5.85717,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000843]', u'CARMA': u'[5988]'}"
1269,Brunico,Brunico,,,Hydro,Reservoir,Italy,PP,42.0,,46.79343,11.983386,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S04BMRN3]', u'CARMA': u'[5994]'}"
1270,Buglia,Buglia,,,Wind,,Italy,PP,20.0,,41.103524,15.461754,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-B16CRST6]', u'CARMA': u'[58104]'}"
1271,Bussento,Bussento,,,Hydro,Run-Of-River,Italy,PP,60.0,,40.139505,15.554868,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S15BSSN0]', u'CARMA': u'[6407]'}"
1272,Bussolengo,Bussolengo,,,Hydro,Run-Of-River,Italy,PP,48.6,,45.469186,10.850584,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S05BMSSL]', u'CARMA': u'[6410]'}"
1273,Byrte,Byrte,,,Hydro,Reservoir,Norway,PP,25.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[50WP000000000908]', u'CARMA': u'[6483]'}"
1274,Cadarese,Cadarese,,,Hydro,Run-Of-River,Italy,PP,70.0,,46.262983,8.327813,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S01CDRS5]', u'CARMA': u'[6577]'}"
1275,Cadau,Cadau,,,Wind,,Italy,PP,21.0,,39.2883333,8.9583333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S20CD1A0]', u'CARMA': u'[6578]'}"
1276,Calice,Calice,,,Hydro,Run-Of-River,Italy,PP,23.2,,46.1165021691,8.29313278198,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S01CLCAH]', u'CARMA': u'[6712]'}"
1277,Callari,Callari,,,Wind,,Italy,PP,36.0,,40.902119,15.430556,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S19CLLA9]', u'CARMA': u'[59194]'}"
1278,Calore,Calore,,,Hydro,Run-Of-River,Italy,PP,9.0,,41.1833333,14.4666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S15CLRAF]', u'CARMA': u'[6735]'}"
1279,Campliccioli,Campliccioli,,,Hydro,Reservoir,Italy,PP,9.46,,46.060376,8.114612,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S01CMPLQ]', u'CARMA': u'[65686]'}"
1280,Campo sondrio,Campo,,,Hydro,"Pumped Storage, Run-Of-River",Italy,PP,74.0,,46.221592,9.449839,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S03SCNDX, 26WIMPI-S03CMMPF]', u'CARMA': u'[6857]'}"
1281,Camporeale,Camporeale,,,Wind,,Italy,PP,37.4,,37.897145,13.093842,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-C19PCRTF]', u'CARMA': u'[51686]'}"
1282,Caneva,Caneva,,,Hydro,Run-Of-River,Italy,PP,36.0,,45.9688889,12.4497222,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S06CNVAX]', u'CARMA': u'[6941]'}"
1283,Canterno,Canterno,,,Hydro,Reservoir,Italy,PP,12.0,,43.475754,12.628657,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'ENTSOE': u'[26WIMPI-S12CNTRM]', u'CARMA': u'[6979]'}"
